Name,hydrophobicity,class
seq5381,-0.088,nonDRNA
seq5382,0.008,nonDRNA
seq5383,-0.783,nonDRNA
seq5384,-0.438,nonDRNA
seq5385,-0.433,nonDRNA
seq5386,-0.434,nonDRNA
seq5387,-0.345,nonDRNA
seq5388,-0.537,nonDRNA
seq5389,-0.11,nonDRNA
seq5390,-0.408,nonDRNA
seq5391,0.041,nonDRNA
seq5392,0.099,nonDRNA
seq5393,-0.394,nonDRNA
seq5394,-0.094,nonDRNA
seq5395,-0.942,nonDRNA
seq5396,-0.092,nonDRNA
seq5397,-0.177,nonDRNA
seq5398,-0.383,nonDRNA
seq5399,-0.681,nonDRNA
seq5400,-0.354,nonDRNA
seq5401,-0.541,nonDRNA
seq5402,-0.455,nonDRNA
seq5403,-0.28,nonDRNA
seq5404,-0.272,nonDRNA
seq5405,0.179,nonDRNA
seq5406,-0.187,nonDRNA
seq5407,-0.577,nonDRNA
seq5408,-1.166,nonDRNA
seq5409,0.474,nonDRNA
seq5410,-0.643,nonDRNA
seq5411,-0.491,nonDRNA
seq5412,-0.504,nonDRNA
seq5413,-0.064,nonDRNA
seq5414,-0.139,nonDRNA
seq5415,-0.101,nonDRNA
seq5416,-0.643,nonDRNA
seq5417,-0.204,nonDRNA
seq5418,-0.102,nonDRNA
seq5419,-0.075,nonDRNA
seq5420,-0.277,nonDRNA
seq5421,-0.878,nonDRNA
seq5422,-0.078,nonDRNA
seq5423,-0.209,nonDRNA
seq5424,0.067,nonDRNA
seq5425,-0.415,nonDRNA
seq5426,-0.385,nonDRNA
seq5427,-0.264,nonDRNA
seq5428,-0.208,nonDRNA
seq5429,0.151,nonDRNA
seq5430,-0.189,nonDRNA
seq5431,-0.621,nonDRNA
seq5432,-0.234,nonDRNA
seq5433,-0.509,nonDRNA
seq5434,-0.192,nonDRNA
seq5435,-0.27,nonDRNA
seq5436,-0.498,nonDRNA
seq5437,-0.338,nonDRNA
seq5438,-0.152,nonDRNA
seq5439,-0.208,nonDRNA
seq5440,-0.422,nonDRNA
seq5441,0.023,nonDRNA
seq5442,-0.26,nonDRNA
seq5443,-0.794,nonDRNA
seq5444,-0.426,nonDRNA
seq5445,0.088,nonDRNA
seq5446,-0.323,nonDRNA
seq5447,0.071,nonDRNA
seq5448,-0.211,nonDRNA
seq5449,-0.255,nonDRNA
seq5450,-0.982,nonDRNA
seq5451,-0.971,nonDRNA
seq5452,-0.602,nonDRNA
seq5453,-0.221,nonDRNA
seq5454,-0.13,nonDRNA
seq5455,-0.346,nonDRNA
seq5456,-0.392,nonDRNA
seq5457,-0.333,nonDRNA
seq5458,-0.651,nonDRNA
seq5459,0.019,nonDRNA
seq5460,0.009,nonDRNA
seq5461,-0.342,nonDRNA
seq5462,-0.192,nonDRNA
seq5463,-0.118,nonDRNA
seq5464,-0.165,nonDRNA
seq5465,-0.2,nonDRNA
seq5466,-0.031,nonDRNA
seq5467,-0.095,nonDRNA
seq5468,-0.66,nonDRNA
seq5469,-0.214,nonDRNA
seq5470,-0.137,nonDRNA
seq5471,-0.934,nonDRNA
seq5472,-0.403,nonDRNA
seq5473,-0.344,nonDRNA
seq5474,-0.671,nonDRNA
seq5475,-0.463,nonDRNA
seq5476,-0.282,nonDRNA
seq5477,-0.093,nonDRNA
seq5478,-0.499,nonDRNA
seq5479,-0.617,nonDRNA
seq5480,0.085,nonDRNA
seq5481,-0.264,nonDRNA
seq5482,-0.348,nonDRNA
seq5483,-0.955,nonDRNA
seq5484,-0.431,nonDRNA
seq5485,-0.359,nonDRNA
seq5486,-0.119,nonDRNA
seq5487,-0.117,nonDRNA
seq5488,-0.316,nonDRNA
seq5489,-0.349,nonDRNA
seq5490,-0.187,nonDRNA
seq5491,-0.141,nonDRNA
seq5492,-0.548,nonDRNA
seq5493,-0.47,nonDRNA
seq5494,-0.126,nonDRNA
seq5495,-0.939,nonDRNA
seq5496,-0.338,nonDRNA
seq5497,-0.203,nonDRNA
seq5498,-0.444,nonDRNA
seq5499,-0.665,nonDRNA
seq5500,-0.73,nonDRNA
seq5501,0.012,nonDRNA
seq5502,-0.279,nonDRNA
seq5503,-0.553,nonDRNA
seq5504,-0.19,nonDRNA
seq5505,-0.395,nonDRNA
seq5506,-0.153,nonDRNA
seq5507,-0.644,nonDRNA
seq5508,-0.23,nonDRNA
seq5509,-0.564,nonDRNA
seq5510,-0.29,nonDRNA
seq5511,-0.202,nonDRNA
seq5512,-0.048,nonDRNA
seq5513,-0.264,nonDRNA
seq5514,-0.273,nonDRNA
seq5515,-0.341,nonDRNA
seq5516,-0.453,nonDRNA
seq5517,-0.2,nonDRNA
seq5518,-0.197,nonDRNA
seq5519,-0.435,nonDRNA
seq5520,-0.4,nonDRNA
seq5521,0.078,nonDRNA
seq5522,0.014,nonDRNA
seq5523,-0.336,nonDRNA
seq5524,-0.217,nonDRNA
seq5525,-0.27,nonDRNA
seq5526,-0.123,nonDRNA
seq5527,-0.248,nonDRNA
seq5528,-0.391,nonDRNA
seq5529,-0.184,nonDRNA
seq5530,-0.3,nonDRNA
seq5531,-0.393,nonDRNA
seq5532,-0.492,nonDRNA
seq5533,-0.536,nonDRNA
seq5534,-0.134,nonDRNA
seq5535,-0.188,nonDRNA
seq5536,-0.258,nonDRNA
seq5537,-0.388,nonDRNA
seq5538,-0.162,nonDRNA
seq5539,0.148,nonDRNA
seq5540,-0.222,nonDRNA
seq5541,-0.15,nonDRNA
seq5542,-0.33,nonDRNA
seq5543,-0.202,nonDRNA
seq5544,-0.113,nonDRNA
seq5545,-0.171,nonDRNA
seq5546,0.118,nonDRNA
seq5547,-0.352,nonDRNA
seq5548,-0.442,nonDRNA
seq5549,-0.492,nonDRNA
seq5550,-0.237,nonDRNA
seq5551,-0.262,nonDRNA
seq5552,0.03,nonDRNA
seq5553,-0.152,nonDRNA
seq5554,0.153,nonDRNA
seq5555,-0.305,nonDRNA
seq5556,-0.425,nonDRNA
seq5557,0.084,nonDRNA
seq5558,0.496,nonDRNA
seq5559,-0.485,nonDRNA
seq5560,-0.482,nonDRNA
seq5561,-1.083,nonDRNA
seq5562,-1.072,nonDRNA
seq5563,-0.339,nonDRNA
seq5564,0.867,nonDRNA
seq5565,0.034,nonDRNA
seq5566,-0.161,nonDRNA
seq5567,-0.076,nonDRNA
seq5568,0.156,nonDRNA
seq5569,-0.431,nonDRNA
seq5570,-0.467,nonDRNA
seq5571,0.039,nonDRNA
seq5572,0.074,nonDRNA
seq5573,-0.205,nonDRNA
seq5574,-0.042,nonDRNA
seq5575,-0.228,nonDRNA
seq5576,-0.585,nonDRNA
seq5577,-0.224,nonDRNA
seq5578,-0.224,nonDRNA
seq5579,-0.226,nonDRNA
seq5580,-0.223,nonDRNA
seq5581,-0.228,nonDRNA
seq5582,-0.206,nonDRNA
seq5583,-0.211,nonDRNA
seq5584,-0.203,nonDRNA
seq5585,-0.243,nonDRNA
seq5586,-0.222,nonDRNA
seq5587,-0.015,nonDRNA
seq5588,-0.297,nonDRNA
seq5589,-0.482,nonDRNA
seq5590,-0.468,nonDRNA
seq5591,-0.35,nonDRNA
seq5592,0.629,nonDRNA
seq5593,-0.152,nonDRNA
seq5594,-0.155,nonDRNA
seq5595,-0.317,nonDRNA
seq5596,-0.313,nonDRNA
seq5597,-0.26,nonDRNA
seq5598,-0.219,nonDRNA
seq5599,-0.274,nonDRNA
seq5600,-0.147,nonDRNA
seq5601,-0.24,nonDRNA
seq5602,-0.334,nonDRNA
seq5603,-0.319,nonDRNA
seq5604,-0.297,nonDRNA
seq5605,-0.453,nonDRNA
seq5606,-0.449,nonDRNA
seq5607,-0.437,nonDRNA
seq5608,-0.455,nonDRNA
seq5609,-0.577,nonDRNA
seq5610,-0.062,nonDRNA
seq5611,-0.573,nonDRNA
seq5612,-0.193,nonDRNA
seq5613,-0.428,nonDRNA
seq5614,-0.922,nonDRNA
seq5615,-0.498,nonDRNA
seq5616,0.777,nonDRNA
seq5617,0.872,nonDRNA
seq5618,-0.597,nonDRNA
seq5619,0.289,nonDRNA
seq5620,-0.116,nonDRNA
seq5621,-0.337,nonDRNA
seq5622,-0.324,nonDRNA
seq5623,-0.366,nonDRNA
seq5624,-0.098,nonDRNA
seq5625,-0.098,nonDRNA
seq5626,-0.351,nonDRNA
seq5627,-0.341,nonDRNA
seq5628,-0.311,nonDRNA
seq5629,-0.187,nonDRNA
seq5630,-0.285,nonDRNA
seq5631,0.127,nonDRNA
seq5632,-0.301,nonDRNA
seq5633,-0.083,nonDRNA
seq5634,0.378,nonDRNA
seq5635,-0.124,nonDRNA
seq5636,-0.584,nonDRNA
seq5637,-0.173,nonDRNA
seq5638,-0.257,nonDRNA
seq5639,-0.343,nonDRNA
seq5640,0.077,nonDRNA
seq5641,-0.279,nonDRNA
seq5642,-0.36,nonDRNA
seq5643,-0.466,nonDRNA
seq5644,-0.041,nonDRNA
seq5645,0.028,nonDRNA
seq5646,0.094,nonDRNA
seq5647,-0.043,nonDRNA
seq5648,-0.409,nonDRNA
seq5649,-0.339,nonDRNA
seq5650,-0.037,nonDRNA
seq5651,-0.115,nonDRNA
seq5652,-0.106,nonDRNA
seq5653,-0.111,nonDRNA
seq5654,-0.484,nonDRNA
seq5655,-0.12,nonDRNA
seq5656,-0.575,nonDRNA
seq5657,0.138,nonDRNA
seq5658,0.016,nonDRNA
seq5659,0.169,nonDRNA
seq5660,-0.007,nonDRNA
seq5661,0.113,nonDRNA
seq5662,-0.817,nonDRNA
seq5663,-0.528,nonDRNA
seq5664,-0.045,nonDRNA
seq5665,-0.248,nonDRNA
seq5666,-0.666,nonDRNA
seq5667,-0.559,nonDRNA
seq5668,-0.432,nonDRNA
seq5669,-0.413,nonDRNA
seq5670,-0.641,nonDRNA
seq5671,-0.094,nonDRNA
seq5672,-0.298,nonDRNA
seq5673,-0.255,nonDRNA
seq5674,-0.133,nonDRNA
seq5675,-0.15,nonDRNA
seq5676,-0.435,nonDRNA
seq5677,-0.152,nonDRNA
seq5678,-0.92,nonDRNA
seq5679,-0.343,nonDRNA
seq5680,-0.732,nonDRNA
seq5681,-0.392,nonDRNA
seq5682,0.191,nonDRNA
seq5683,0.283,nonDRNA
seq5684,-0.149,nonDRNA
seq5685,-0.425,nonDRNA
seq5686,-0.378,nonDRNA
seq5687,-0.273,nonDRNA
seq5688,-0.245,nonDRNA
seq5689,-0.259,nonDRNA
seq5690,-0.403,nonDRNA
seq5691,0.01,nonDRNA
seq5692,-0.609,nonDRNA
seq5693,-0.113,nonDRNA
seq5694,-0.096,nonDRNA
seq5695,-0.086,nonDRNA
seq5696,-0.221,nonDRNA
seq5697,-0.351,nonDRNA
seq5698,-0.111,nonDRNA
seq5699,-0.137,nonDRNA
seq5700,-0.02,nonDRNA
seq5701,-0.064,nonDRNA
seq5702,-0.215,nonDRNA
seq5703,-0.223,nonDRNA
seq5704,-0.61,nonDRNA
seq5705,-0.251,nonDRNA
seq5706,-1.029,nonDRNA
seq5707,0.064,nonDRNA
seq5708,-0.293,nonDRNA
seq5709,-0.165,nonDRNA
seq5710,-0.401,nonDRNA
seq5711,-0.276,nonDRNA
seq5712,-0.654,nonDRNA
seq5713,-0.176,nonDRNA
seq5714,0.115,nonDRNA
seq5715,0.041,nonDRNA
seq5716,-0.271,nonDRNA
seq5717,-0.259,nonDRNA
seq5718,-0.244,nonDRNA
seq5719,-0.264,nonDRNA
seq5720,-0.349,nonDRNA
seq5721,-0.123,nonDRNA
seq5722,-0.281,nonDRNA
seq5723,-0.243,nonDRNA
seq5724,-0.133,nonDRNA
seq5725,0.131,nonDRNA
seq5726,-0.424,nonDRNA
seq5727,-0.432,nonDRNA
seq5728,0.106,nonDRNA
seq5729,-0.113,nonDRNA
seq5730,-0.45,nonDRNA
seq5731,-0.185,nonDRNA
seq5732,-0.338,nonDRNA
seq5733,-0.182,nonDRNA
seq5734,-0.482,nonDRNA
seq5735,-0.233,nonDRNA
seq5736,-0.339,nonDRNA
seq5737,-0.097,nonDRNA
seq5738,-0.271,nonDRNA
seq5739,0.249,nonDRNA
seq5740,-0.034,nonDRNA
seq5741,-0.243,nonDRNA
seq5742,-0.359,nonDRNA
seq5743,-0.153,nonDRNA
seq5744,0.075,nonDRNA
seq5745,-0.035,nonDRNA
seq5746,-0.212,nonDRNA
seq5747,-0.132,nonDRNA
seq5748,-0.364,nonDRNA
seq5749,-0.34,nonDRNA
seq5750,-0.122,nonDRNA
seq5751,-0.554,nonDRNA
seq5752,-0.275,nonDRNA
seq5753,-0.185,nonDRNA
seq5754,-0.381,nonDRNA
seq5755,-0.376,nonDRNA
seq5756,-0.15,nonDRNA
seq5757,0.604,nonDRNA
seq5758,-0.308,nonDRNA
seq5759,-0.689,nonDRNA
seq5760,-0.178,nonDRNA
seq5761,-0.58,nonDRNA
seq5762,-0.052,nonDRNA
seq5763,0.989,nonDRNA
seq5764,-0.191,nonDRNA
seq5765,-0.146,nonDRNA
seq5766,-0.092,nonDRNA
seq5767,-0.221,nonDRNA
seq5768,-0.148,nonDRNA
seq5769,-0.355,nonDRNA
seq5770,-0.192,nonDRNA
seq5771,0.092,nonDRNA
seq5772,-0.557,nonDRNA
seq5773,-0.458,nonDRNA
seq5774,-0.4,nonDRNA
seq5775,-0.114,nonDRNA
seq5776,-0.387,nonDRNA
seq5777,-0.293,nonDRNA
seq5778,-0.461,nonDRNA
seq5779,-0.351,nonDRNA
seq5780,-0.204,nonDRNA
seq5781,0.002,nonDRNA
seq5782,0.233,nonDRNA
seq5783,-0.145,nonDRNA
seq5784,-0.098,nonDRNA
seq5785,-0.014,nonDRNA
seq5786,-0.239,nonDRNA
seq5787,-0.379,nonDRNA
seq5788,-0.573,nonDRNA
seq5789,-0.426,nonDRNA
seq5790,-0.093,nonDRNA
seq5791,-0.356,nonDRNA
seq5792,-0.407,nonDRNA
seq5793,-0.366,nonDRNA
seq5794,-0.416,nonDRNA
seq5795,-0.401,nonDRNA
seq5796,0.16,nonDRNA
seq5797,0.152,nonDRNA
seq5798,-0.348,nonDRNA
seq5799,0.011,nonDRNA
seq5800,-0.845,nonDRNA
seq5801,-0.825,nonDRNA
seq5802,-0.678,nonDRNA
seq5803,-0.785,nonDRNA
seq5804,-0.259,nonDRNA
seq5805,-0.593,nonDRNA
seq5806,-0.016,nonDRNA
seq5807,-0.068,nonDRNA
seq5808,-0.529,nonDRNA
seq5809,-0.274,nonDRNA
seq5810,0.185,nonDRNA
seq5811,-0.264,nonDRNA
seq5812,-0.287,nonDRNA
seq5813,0.461,nonDRNA
seq5814,-0.404,nonDRNA
seq5815,-0.048,nonDRNA
seq5816,-0.154,nonDRNA
seq5817,-0.391,nonDRNA
seq5818,-0.348,nonDRNA
seq5819,-0.226,nonDRNA
seq5820,0.231,nonDRNA
seq5821,0.167,nonDRNA
seq5822,-0.421,nonDRNA
seq5823,-0.456,nonDRNA
seq5824,-0.109,nonDRNA
seq5825,-0.143,nonDRNA
seq5826,0.091,nonDRNA
seq5827,-0.351,nonDRNA
seq5828,-0.448,nonDRNA
seq5829,-0.479,nonDRNA
seq5830,-0.089,nonDRNA
seq5831,-0.422,nonDRNA
seq5832,-0.449,nonDRNA
seq5833,-0.107,nonDRNA
seq5834,-0.269,nonDRNA
seq5835,-0.228,nonDRNA
seq5836,-0.279,nonDRNA
seq5837,-0.217,nonDRNA
seq5838,-0.272,nonDRNA
seq5839,-0.01,nonDRNA
seq5840,-0.332,nonDRNA
seq5841,-0.552,nonDRNA
seq5842,-1.391,nonDRNA
seq5843,0.297,nonDRNA
seq5844,-0.19,nonDRNA
seq5845,-0.49,nonDRNA
seq5846,-0.19,nonDRNA
seq5847,-0.276,nonDRNA
seq5848,-0.054,nonDRNA
seq5849,-0.134,nonDRNA
seq5850,-0.151,nonDRNA
seq5851,-0.132,nonDRNA
seq5852,-0.205,nonDRNA
seq5853,0.002,nonDRNA
seq5854,-0.311,nonDRNA
seq5855,-0.119,nonDRNA
seq5856,-0.153,nonDRNA
seq5857,-0.237,nonDRNA
seq5858,0.277,nonDRNA
seq5859,-0.239,nonDRNA
seq5860,-0.085,nonDRNA
seq5861,-0.147,nonDRNA
seq5862,0.142,nonDRNA
seq5863,-0.16,nonDRNA
seq5864,0.032,nonDRNA
seq5865,-0.257,nonDRNA
seq5866,-0.414,nonDRNA
seq5867,-0.373,nonDRNA
seq5868,-0.468,nonDRNA
seq5869,0.234,nonDRNA
seq5870,-0.314,nonDRNA
seq5871,0.021,nonDRNA
seq5872,-0.3,nonDRNA
seq5873,-0.118,nonDRNA
seq5874,-0.357,nonDRNA
seq5875,-0.192,nonDRNA
seq5876,0.114,nonDRNA
seq5877,-0.823,nonDRNA
seq5878,-1.129,nonDRNA
seq5879,-1,nonDRNA
seq5880,-0.254,nonDRNA
seq5881,-0.226,nonDRNA
seq5882,-0.107,nonDRNA
seq5883,-0.38,nonDRNA
seq5884,-0.162,nonDRNA
seq5885,-0.604,nonDRNA
seq5886,-0.972,nonDRNA
seq5887,-0.241,nonDRNA
seq5888,-0.223,nonDRNA
seq5889,-0.124,nonDRNA
seq5890,-0.127,nonDRNA
seq5891,-0.331,nonDRNA
seq5892,-0.171,nonDRNA
seq5893,0.046,nonDRNA
seq5894,-0.38,nonDRNA
seq5895,-0.345,nonDRNA
seq5896,-0.338,nonDRNA
seq5897,-0.254,nonDRNA
seq5898,-0.335,nonDRNA
seq5899,-0.194,nonDRNA
seq5900,0.15,nonDRNA
seq5901,-0.478,nonDRNA
seq5902,-0.509,nonDRNA
seq5903,-0.268,nonDRNA
seq5904,0.189,nonDRNA
seq5905,0.116,nonDRNA
seq5906,-0.133,nonDRNA
seq5907,-0.198,nonDRNA
seq5908,-0.323,nonDRNA
seq5909,0.112,nonDRNA
seq5910,-0.075,nonDRNA
seq5911,-0.259,nonDRNA
seq5912,-0.324,nonDRNA
seq5913,-0.092,nonDRNA
seq5914,-0.289,nonDRNA
seq5915,-0.5,nonDRNA
seq5916,1.048,nonDRNA
seq5917,-0.751,nonDRNA
seq5918,-0.31,nonDRNA
seq5919,-0.057,nonDRNA
seq5920,-0.124,nonDRNA
seq5921,0.684,nonDRNA
seq5922,-0.028,nonDRNA
seq5923,-0.388,nonDRNA
seq5924,-0.361,nonDRNA
seq5925,-0.364,nonDRNA
seq5926,-0.225,nonDRNA
seq5927,-0.298,nonDRNA
seq5928,-0.375,nonDRNA
seq5929,0.041,nonDRNA
seq5930,-0.28,nonDRNA
seq5931,-0.734,nonDRNA
seq5932,-0.403,nonDRNA
seq5933,-0.606,nonDRNA
seq5934,0.09,nonDRNA
seq5935,-0.171,nonDRNA
seq5936,0.033,nonDRNA
seq5937,-0.089,nonDRNA
seq5938,-0.089,nonDRNA
seq5939,-0.336,nonDRNA
seq5940,-0.089,nonDRNA
seq5941,-0.908,nonDRNA
seq5942,-0.626,nonDRNA
seq5943,-0.204,nonDRNA
seq5944,-0.142,nonDRNA
seq5945,0.105,nonDRNA
seq5946,-0.382,nonDRNA
seq5947,-0.468,nonDRNA
seq5948,-0.246,nonDRNA
seq5949,-0.42,nonDRNA
seq5950,-0.449,nonDRNA
seq5951,-0.341,nonDRNA
seq5952,-0.313,nonDRNA
seq5953,-0.308,nonDRNA
seq5954,-0.272,nonDRNA
seq5955,-0.306,nonDRNA
seq5956,-0.139,nonDRNA
seq5957,-0.388,nonDRNA
seq5958,-0.081,nonDRNA
seq5959,-0.121,nonDRNA
seq5960,-0.673,nonDRNA
seq5961,0.109,nonDRNA
seq5962,-0.177,nonDRNA
seq5963,0.023,nonDRNA
seq5964,-0.077,nonDRNA
seq5965,-0.08,nonDRNA
seq5966,-0.094,nonDRNA
seq5967,-0.259,nonDRNA
seq5968,-0.5,nonDRNA
seq5969,-0.143,nonDRNA
seq5970,-0.075,nonDRNA
seq5971,-0.411,nonDRNA
seq5972,-0.001,nonDRNA
seq5973,-0.561,nonDRNA
seq5974,0.078,nonDRNA
seq5975,0.098,nonDRNA
seq5976,-0.261,nonDRNA
seq5977,-0.199,nonDRNA
seq5978,-0.233,nonDRNA
seq5979,0.201,nonDRNA
seq5980,0.066,nonDRNA
seq5981,-0.082,nonDRNA
seq5982,-0.777,nonDRNA
seq5983,-0.089,nonDRNA
seq5984,-0.685,nonDRNA
seq5985,-0.179,nonDRNA
seq5986,-0.516,nonDRNA
seq5987,0.038,nonDRNA
seq5988,-0.783,nonDRNA
seq5989,0.05,nonDRNA
seq5990,-0.369,nonDRNA
seq5991,0.108,nonDRNA
seq5992,-0.265,nonDRNA
seq5993,-0.776,nonDRNA
seq5994,-0.148,nonDRNA
seq5995,-0.016,nonDRNA
seq5996,-0.256,nonDRNA
seq5997,-0.064,nonDRNA
seq5998,0.062,nonDRNA
seq5999,-0.166,nonDRNA
seq6000,-0.155,nonDRNA
seq6001,-0.522,nonDRNA
seq6002,-0.337,nonDRNA
seq6003,-0.393,nonDRNA
seq6004,-0.418,nonDRNA
seq6005,-0.516,nonDRNA
seq6006,-0.004,nonDRNA
seq6007,-0.464,nonDRNA
seq6008,-0.465,nonDRNA
seq6009,-0.207,nonDRNA
seq6010,-0.419,nonDRNA
seq6011,-0.127,nonDRNA
seq6012,-0.309,nonDRNA
seq6013,-0.378,nonDRNA
seq6014,-0.416,nonDRNA
seq6015,0.071,nonDRNA
seq6016,-0.559,nonDRNA
seq6017,-0.295,nonDRNA
seq6018,-0.351,nonDRNA
seq6019,-0.239,nonDRNA
seq6020,-0.444,nonDRNA
seq6021,-0.088,nonDRNA
seq6022,-0.135,nonDRNA
seq6023,-0.678,nonDRNA
seq6024,-0.107,nonDRNA
seq6025,-0.112,nonDRNA
seq6026,-0.105,nonDRNA
seq6027,-0.377,nonDRNA
seq6028,-0.026,nonDRNA
seq6029,-0.516,nonDRNA
seq6030,-0.279,nonDRNA
seq6031,-0.472,nonDRNA
seq6032,-0.06,nonDRNA
seq6033,-0.173,nonDRNA
seq6034,-0.087,nonDRNA
seq6035,0.051,nonDRNA
seq6036,-0.365,nonDRNA
seq6037,-0.241,nonDRNA
seq6038,-0.508,nonDRNA
seq6039,0.174,nonDRNA
seq6040,-0.456,nonDRNA
seq6041,-0.412,nonDRNA
seq6042,-0.601,nonDRNA
seq6043,-0.652,nonDRNA
seq6044,-0.425,nonDRNA
seq6045,-0.297,nonDRNA
seq6046,-0.623,nonDRNA
seq6047,-0.087,nonDRNA
seq6048,-0.895,nonDRNA
seq6049,-0.294,nonDRNA
seq6050,-0.49,nonDRNA
seq6051,0.143,nonDRNA
seq6052,-0.346,nonDRNA
seq6053,-0.241,nonDRNA
seq6054,-0.403,nonDRNA
seq6055,-0.421,nonDRNA
seq6056,-0.209,nonDRNA
seq6057,-0.262,nonDRNA
seq6058,-0.339,nonDRNA
seq6059,-0.663,nonDRNA
seq6060,-0.644,nonDRNA
seq6061,-0.477,nonDRNA
seq6062,-0.283,nonDRNA
seq6063,0.094,nonDRNA
seq6064,-0.048,nonDRNA
seq6065,-0.231,nonDRNA
seq6066,-0.103,nonDRNA
seq6067,-0.101,nonDRNA
seq6068,0.035,nonDRNA
seq6069,0.043,nonDRNA
seq6070,-0.004,nonDRNA
seq6071,-0.499,nonDRNA
seq6072,-0.46,nonDRNA
seq6073,-0.144,nonDRNA
seq6074,-0.546,nonDRNA
seq6075,-0.09,nonDRNA
seq6076,0.018,nonDRNA
seq6077,-0.146,nonDRNA
seq6078,-0.07,nonDRNA
seq6079,-0.163,nonDRNA
seq6080,-0.056,nonDRNA
seq6081,-0.757,nonDRNA
seq6082,0.044,nonDRNA
seq6083,-0.42,nonDRNA
seq6084,-0.416,nonDRNA
seq6085,-0.412,nonDRNA
seq6086,-0.463,nonDRNA
seq6087,-0.334,nonDRNA
seq6088,-0.247,nonDRNA
seq6089,-0.082,nonDRNA
seq6090,-0.559,nonDRNA
seq6091,-0.412,nonDRNA
seq6092,-0.315,nonDRNA
seq6093,-0.119,nonDRNA
seq6094,0.877,nonDRNA
seq6095,-0.01,nonDRNA
seq6096,-0.033,nonDRNA
seq6097,-0.231,nonDRNA
seq6098,-0.161,nonDRNA
seq6099,-0.294,nonDRNA
seq6100,0.393,nonDRNA
seq6101,-0.504,nonDRNA
seq6102,-0.364,nonDRNA
seq6103,-0.199,nonDRNA
seq6104,-0.029,nonDRNA
seq6105,-0.302,nonDRNA
seq6106,-0.068,nonDRNA
seq6107,-0.517,nonDRNA
seq6108,-0.556,nonDRNA
seq6109,-0.254,nonDRNA
seq6110,-0.278,nonDRNA
seq6111,0.137,nonDRNA
seq6112,-0.296,nonDRNA
seq6113,-0.193,nonDRNA
seq6114,-0.199,nonDRNA
seq6115,-0.364,nonDRNA
seq6116,-0.334,nonDRNA
seq6117,-0.517,nonDRNA
seq6118,-0.703,nonDRNA
seq6119,-0.474,nonDRNA
seq6120,-0.483,nonDRNA
seq6121,-0.707,nonDRNA
seq6122,-0.521,nonDRNA
seq6123,-0.224,nonDRNA
seq6124,-0.108,nonDRNA
seq6125,-0.567,nonDRNA
seq6126,-0.625,nonDRNA
seq6127,-0.121,nonDRNA
seq6128,0.09,nonDRNA
seq6129,-0.163,nonDRNA
seq6130,0.202,nonDRNA
seq6131,-0.571,nonDRNA
seq6132,-0.146,nonDRNA
seq6133,-0.26,nonDRNA
seq6134,-0.514,nonDRNA
seq6135,0.043,nonDRNA
seq6136,-0.177,nonDRNA
seq6137,-0.08,nonDRNA
seq6138,-0.408,nonDRNA
seq6139,-0.446,nonDRNA
seq6140,-0.37,nonDRNA
seq6141,-0.267,nonDRNA
seq6142,0.006,nonDRNA
seq6143,-0.273,nonDRNA
seq6144,-0.441,nonDRNA
seq6145,-0.497,nonDRNA
seq6146,-0.311,nonDRNA
seq6147,-0.573,nonDRNA
seq6148,-0.305,nonDRNA
seq6149,-0.115,nonDRNA
seq6150,-0.205,nonDRNA
seq6151,-0.209,nonDRNA
seq6152,-0.211,nonDRNA
seq6153,-0.181,nonDRNA
seq6154,-0.38,nonDRNA
seq6155,-0.045,nonDRNA
seq6156,-0.244,nonDRNA
seq6157,-0.25,nonDRNA
seq6158,-0.176,nonDRNA
seq6159,-0.416,nonDRNA
seq6160,-0.444,nonDRNA
seq6161,-0.713,nonDRNA
seq6162,-0.215,nonDRNA
seq6163,-0.071,nonDRNA
seq6164,0.046,nonDRNA
seq6165,-0.045,nonDRNA
seq6166,-0.263,nonDRNA
seq6167,-0.158,nonDRNA
seq6168,-0.398,nonDRNA
seq6169,-0.085,nonDRNA
seq6170,-0.142,nonDRNA
seq6171,-0.427,nonDRNA
seq6172,-0.459,nonDRNA
seq6173,-0.228,nonDRNA
seq6174,-0.269,nonDRNA
seq6175,0.28,nonDRNA
seq6176,-0.083,nonDRNA
seq6177,0.013,nonDRNA
seq6178,0.023,nonDRNA
seq6179,-0.67,nonDRNA
seq6180,-0.02,nonDRNA
seq6181,0.018,nonDRNA
seq6182,-0.105,nonDRNA
seq6183,-0.085,nonDRNA
seq6184,-0.064,nonDRNA
seq6185,-0.24,nonDRNA
seq6186,0.215,nonDRNA
seq6187,-0.033,nonDRNA
seq6188,-0.042,nonDRNA
seq6189,-0.284,nonDRNA
seq6190,-0.458,nonDRNA
seq6191,-0.262,nonDRNA
seq6192,0.15,nonDRNA
seq6193,-0.381,nonDRNA
seq6194,-0.189,nonDRNA
seq6195,-0.027,nonDRNA
seq6196,-0.402,nonDRNA
seq6197,-0.452,nonDRNA
seq6198,0.092,nonDRNA
seq6199,0.068,nonDRNA
seq6200,-0.144,nonDRNA
seq6201,-0.164,nonDRNA
seq6202,-0.459,nonDRNA
seq6203,-0.229,nonDRNA
seq6204,-0.151,nonDRNA
seq6205,-0.736,nonDRNA
seq6206,-0.174,nonDRNA
seq6207,0.202,nonDRNA
seq6208,0.127,nonDRNA
seq6209,-0.472,nonDRNA
