seq,class,predicted class na�ve,predicted class knn,nondrna na_Ѣve,drna na_Ѣve,rna na_Ѣve,dna na_Ѣve,nondrna knn,drna knn,rna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,,,,
3279,nonDRNA,RNA,nonDRNA,1.74E-07,5.55E-11,0.930612811,0.069387015,1,0,0,0,14,0,2,12,15,11,18,3,17,0,14,12,3,22,0,12,7,5,22,39,0,23,2,0,14,0,2,0,14,0
3280,nonDRNA,RNA,nonDRNA,1.38E-07,1.30E-11,0.977846286,0.022153576,1,0,0,0,9,0,0,31,36,6,5,2,10,0,14,21,2,2,0,4,7,3,4,4,0,6,2,0,5,0,2,0,5,0
3281,nonDRNA,DNA,nonDRNA,1.16E-07,1.47E-10,0.341180575,0.658819309,1,0,0,0,29,0,1,17,15,9,27,7,14,0,7,20,6,11,0,8,11,9,12,12,0,30,1,0,2,0,1,0,2,0
3282,nonDRNA,RNA,nonDRNA,6.45E-08,9.26E-12,0.972562582,0.027437354,1,0,0,0,7,0,4,7,14,7,10,6,16,0,9,17,7,9,0,1,8,10,11,14,0,13,5,0,4,0,5,0,4,0
3283,nonDRNA,DNA,nonDRNA,1.11E-07,3.50E-10,0.055059024,0.944940864,1,0,0,0,18,0,11,20,24,9,39,10,21,0,22,33,13,11,0,16,10,11,21,17,0,37,2,0,12,0,2,0,12,0
3284,nonDRNA,RNA,nonDRNA,1.05E-07,7.28E-12,0.985990344,0.014009551,1,0,0,0,8,0,11,5,6,7,8,4,2,0,7,18,1,10,0,4,4,2,8,9,0,8,2,0,4,0,2,0,4,0
3285,nonDRNA,RNA,nonDRNA,4.87E-08,2.57E-12,0.9896676,0.010332351,0.875815081,0,0.124184919,0,22,0,2,3,8,8,12,0,10,0,9,9,6,5,0,9,3,7,14,8,0,16,1,0,1,0,1,0,1,0
3286,nonDRNA,RNA,nonDRNA,9.59E-06,3.88E-10,0.777260092,0.222730314,1,0,0,0,47,0,5,14,25,7,39,6,13,0,9,31,13,10,0,10,8,15,16,19,0,25,1,0,8,0,1,0,8,0
3287,nonDRNA,RNA,nonDRNA,6.69E-07,3.14E-08,0.627696447,0.372302852,1,0,0,0,41,0,7,28,26,12,35,15,21,0,26,28,16,12,0,17,14,20,19,27,0,44,0,0,17,0,0,0,17,0
3288,nonDRNA,RNA,nonDRNA,2.35E-07,1.74E-10,0.765901037,0.234098728,1,0,0,0,15,0,3,23,27,20,37,6,22,0,28,18,7,12,0,26,8,26,18,17,0,17,1,0,9,0,1,0,9,0
3289,nonDRNA,RNA,nonDRNA,1.55E-08,4.37E-12,0.983644657,0.016355328,1,0,0,0,21,0,1,14,10,7,18,2,15,0,11,30,5,5,0,13,18,11,10,9,0,10,2,0,8,0,2,0,8,0
3290,nonDRNA,DRNA,nonDRNA,5.39E-04,0.999461305,7.77E-09,3.52E-10,1,0,0,0,83,0,23,61,65,46,76,14,86,0,57,91,24,41,0,44,31,48,67,64,0,70,12,0,25,0,12,0,25,0
3291,nonDRNA,DRNA,nonDRNA,7.94E-06,0.999992061,8.76E-17,2.34E-09,1,0,0,0,83,0,23,57,67,44,76,16,81,0,53,93,26,43,0,44,36,48,54,62,0,79,12,0,24,0,12,0,24,0
3292,nonDRNA,RNA,nonDRNA,1.48E-08,2.48E-12,0.993368895,0.00663109,1,0,0,0,18,0,0,14,14,11,19,2,11,0,14,8,1,4,0,2,6,1,9,12,0,13,2,0,3,0,2,0,3,0
3293,nonDRNA,DNA,nonDRNA,1.20E-04,4.30E-04,0.04682425,0.95262607,1,0,0,0,70,0,1,55,50,15,47,8,44,0,50,48,15,26,0,23,37,25,25,44,0,47,1,0,7,0,1,0,7,0
3294,nonDRNA,RNA,nonDRNA,9.36E-08,8.44E-12,0.953502159,0.046497747,0.750880792,0,0,0.249119208,16,0,2,15,15,6,13,4,26,0,18,18,9,16,0,8,2,7,13,14,0,18,1,0,11,0,1,0,11,0
3295,nonDRNA,RNA,nonDRNA,6.56E-08,5.08E-12,0.968827998,0.031171936,0.874944659,0,0,0.125055341,16,0,1,14,27,4,11,1,9,0,21,8,3,9,0,9,7,12,24,11,0,9,3,0,7,0,3,0,7,0
3296,nonDRNA,DRNA,nonDRNA,1.57E-08,0.999999984,8.63E-23,5.84E-18,1,0,0,0,143,0,18,71,69,59,110,22,58,0,89,88,42,43,0,59,49,44,76,63,0,77,11,0,41,0,11,0,41,0
3297,nonDRNA,RNA,nonDRNA,6.36E-08,1.24E-11,0.972850233,0.027149703,1,0,0,0,7,0,1,21,15,13,12,3,12,0,15,14,4,9,0,6,11,11,7,11,0,7,2,0,6,0,2,0,6,0
3298,nonDRNA,DNA,nonDRNA,1.93E-04,5.65E-07,0.046088368,0.953717831,0.876366331,0,0,0.123633669,44,0,6,28,57,25,32,10,26,0,43,61,11,28,0,23,22,32,49,33,0,35,8,0,21,0,8,0,21,0
3299,nonDRNA,RNA,nonDRNA,1.53E-08,5.81E-12,0.989064107,0.010935878,1,0,0,0,11,0,3,13,28,6,9,2,7,0,29,11,6,9,0,6,3,9,16,6,0,8,4,0,5,0,4,0,5,0
3300,nonDRNA,DNA,nonDRNA,6.96E-07,6.11E-08,0.456063772,0.54393547,1,0,0,0,42,0,3,27,26,15,37,15,31,0,30,35,14,15,0,24,17,13,29,21,0,31,3,0,22,0,3,0,22,0
3301,nonDRNA,DNA,nonDRNA,1.57E-06,1.13E-09,0.365524944,0.634473483,1,0,0,0,41,0,2,26,42,20,46,6,33,0,42,36,9,17,0,17,6,23,14,22,0,40,3,0,10,0,3,0,10,0
3302,nonDRNA,RNA,nonDRNA,9.28E-06,2.32E-10,0.8721153,0.127875415,1,0,0,0,35,0,1,8,7,13,26,1,18,0,8,31,11,8,0,7,2,3,16,12,0,23,8,0,13,0,8,0,13,0
3303,nonDRNA,DNA,nonDRNA,5.03E-04,3.84E-07,0.160489083,0.839007191,1,0,0,0,42,0,5,43,9,28,41,16,29,0,5,44,5,37,0,39,12,14,40,48,0,46,7,0,15,0,7,0,15,0
3304,nonDRNA,RNA,nonDRNA,4.43E-08,4.13E-12,0.992834217,0.007165739,0.876559005,0,0.123440995,0,9,0,1,7,6,5,10,4,5,0,6,13,5,5,0,6,3,4,5,6,0,8,0,0,6,0,0,0,6,0
3305,nonDRNA,RNA,nonDRNA,7.40E-08,5.63E-12,0.951315208,0.048684718,1,0,0,0,16,0,1,11,12,12,11,6,11,0,18,29,5,9,0,13,10,5,16,9,0,16,2,0,10,0,2,0,10,0
3306,nonDRNA,DNA,nonDRNA,5.48E-07,1.07E-10,0.371941778,0.628057674,1,0,0,0,35,0,10,22,17,12,31,12,18,0,18,37,12,16,0,20,15,22,23,18,0,30,4,0,16,0,4,0,16,0
3307,nonDRNA,RNA,nonDRNA,6.16E-08,1.17E-11,0.967956675,0.032043263,1,0,0,0,9,0,2,14,18,14,13,3,11,0,16,14,9,5,0,7,8,10,17,8,0,7,2,0,6,0,2,0,6,0
3308,nonDRNA,RNA,nonDRNA,8.59E-08,3.48E-12,0.956163413,0.043836501,1,0,0,0,26,0,2,14,13,7,13,9,8,0,3,26,5,2,0,16,10,19,9,9,0,16,4,0,3,0,4,0,3,0
3309,nonDRNA,DNA,nonDRNA,3.01E-06,3.54E-06,0.001668495,0.998324951,0.875733325,0,0,0.124266675,40,0,14,38,56,11,38,17,13,0,30,55,8,11,0,43,27,49,64,38,0,28,3,0,7,0,3,0,7,0
3310,nonDRNA,DNA,nonDRNA,9.49E-08,2.95E-10,0.132600452,0.867399453,0.874224332,0,0,0.125775668,26,0,2,21,24,10,19,3,27,0,41,23,6,14,0,12,5,3,26,14,0,17,4,0,13,0,4,0,13,0
3311,nonDRNA,RNA,nonDRNA,4.96E-08,5.82E-12,0.993477318,0.006522632,0.624283438,0,0.375716562,0,14,0,1,8,9,3,7,0,14,0,14,4,10,4,0,5,3,4,3,4,0,11,0,0,2,0,0,0,2,0
3312,nonDRNA,RNA,nonDRNA,2.29E-07,2.65E-11,0.839104237,0.160895534,1,0,0,0,29,0,0,13,31,5,37,5,24,0,25,20,10,8,0,13,14,17,7,13,0,29,5,0,9,0,5,0,9,0
3313,nonDRNA,DRNA,nonDRNA,0.006209777,0.739136414,4.94E-05,0.25460436,0.87782274,0,0.12217726,0,53,0,12,43,55,28,42,9,51,0,54,66,17,57,0,25,33,32,47,37,0,40,15,0,34,0,15,0,34,0
3314,nonDRNA,DNA,nonDRNA,2.53E-06,1.93E-09,0.185071905,0.814925558,1,0,0,0,55,0,5,33,20,19,50,7,30,0,18,42,14,14,0,34,18,28,30,25,0,32,8,0,13,0,8,0,13,0
3315,nonDRNA,RNA,nonDRNA,9.96E-08,7.15E-12,0.932476366,0.067523535,1,0,0,0,29,0,1,18,18,14,24,8,7,0,19,26,3,4,0,19,5,9,14,11,0,12,2,0,7,0,2,0,7,0
3316,nonDRNA,DRNA,nonDRNA,0.071256326,0.643527918,2.51E-04,0.284964473,1,0,0,0,57,0,6,63,85,30,36,16,35,0,101,87,18,31,0,33,50,56,53,39,0,52,8,0,19,0,8,0,19,0
3317,nonDRNA,RNA,nonDRNA,4.31E-08,4.20E-12,0.993499721,0.006500236,0.624588434,0,0.375411566,0,10,0,2,8,9,5,3,2,3,0,9,10,5,4,0,4,4,3,2,6,0,11,1,0,5,0,1,0,5,0
3318,nonDRNA,RNA,nonDRNA,2.41E-07,1.29E-10,0.76518247,0.234817288,1,0,0,0,31,0,3,20,13,14,33,10,22,0,26,19,10,19,0,12,7,10,21,21,0,32,3,0,9,0,3,0,9,0
3319,nonDRNA,RNA,nonDRNA,2.81E-06,5.98E-11,0.945422837,0.054574356,1,0,0,0,30,0,4,8,12,10,29,2,7,0,13,20,3,6,0,9,5,11,13,7,0,21,2,0,2,0,2,0,2,0
3320,nonDRNA,DNA,nonDRNA,1.81E-05,2.25E-09,0.49693501,0.503046933,1,0,0,0,46,0,2,15,27,19,38,8,22,0,23,34,7,18,0,21,16,25,14,21,0,34,3,0,14,0,3,0,14,0
3321,nonDRNA,DNA,nonDRNA,3.65E-05,2.02E-08,0.066028722,0.933934771,0.87582121,0,0,0.12417879,35,0,11,28,28,16,34,21,22,0,28,34,12,21,0,39,17,24,30,26,0,30,4,0,21,0,4,0,21,0
3322,nonDRNA,RNA,nonDRNA,3.86E-06,9.58E-11,0.865430339,0.134565806,1,0,0,0,22,0,3,11,17,9,16,5,14,0,13,37,5,3,0,15,15,14,11,9,0,13,5,0,7,0,5,0,7,0
3323,nonDRNA,RNA,nonDRNA,1.17E-07,1.95E-11,0.94763319,0.052366693,1,0,0,0,46,0,1,9,22,9,25,2,10,0,6,29,6,8,0,11,4,22,9,8,0,25,2,0,2,0,2,0,2,0
3324,nonDRNA,RNA,nonDRNA,1.41E-07,4.70E-11,0.914817299,0.085182559,1,0,0,0,28,0,1,18,29,13,24,5,21,0,29,33,4,7,0,10,5,11,6,20,0,28,1,0,1,0,1,0,1,0
3325,nonDRNA,RNA,nonDRNA,5.69E-08,8.30E-12,0.98775634,0.012243603,0.87638903,0,0.12361097,0,7,0,0,13,17,8,16,2,19,0,17,12,3,4,0,7,1,3,10,11,0,19,0,0,0,0,0,0,0,0
3326,nonDRNA,RNA,nonDRNA,3.33E-08,1.55E-11,0.968497115,0.031502851,1,0,0,0,37,0,2,17,14,7,31,8,14,0,5,22,7,3,0,13,5,13,17,19,0,24,4,0,2,0,4,0,2,0
3327,nonDRNA,RNA,nonDRNA,1.72E-08,1.35E-11,0.970037968,0.029962014,1,0,0,0,18,0,4,15,20,7,19,6,14,0,17,32,7,7,0,16,7,21,18,9,0,24,2,0,6,0,2,0,6,0
3328,nonDRNA,RNA,nonDRNA,7.06E-08,4.05E-12,0.973841819,0.02615811,1,0,0,0,10,0,5,7,13,6,11,6,16,0,10,19,7,8,0,2,6,7,13,12,0,11,5,0,5,0,5,0,5,0
3329,nonDRNA,DNA,nonDRNA,1.04E-07,1.38E-10,0.445394213,0.554605683,0.743961885,0,0,0.256038115,9,0,3,7,16,8,14,3,19,0,16,19,7,9,0,5,4,10,13,15,0,11,1,0,13,0,1,0,13,0
3330,nonDRNA,RNA,nonDRNA,6.76E-07,2.34E-10,0.63843872,0.361560604,1,0,0,0,23,0,4,19,24,24,21,6,25,0,32,35,12,19,0,17,8,16,21,22,0,19,2,0,22,0,2,0,22,0
3331,nonDRNA,RNA,nonDRNA,5.97E-08,3.91E-12,0.995423666,0.004576274,1,0,0,0,1,0,1,13,6,8,7,1,3,0,5,6,2,5,0,3,2,1,6,2,0,6,3,0,4,0,3,0,4,0
3332,nonDRNA,DNA,nonDRNA,6.74E-04,0.028470619,0.001769237,0.96908661,0.874129364,0,0,0.125870636,41,0,9,53,43,39,29,19,36,0,49,61,15,41,0,36,18,34,48,30,0,36,11,0,30,0,11,0,30,0
3333,nonDRNA,RNA,nonDRNA,3.94E-07,5.05E-10,0.553512299,0.446487306,1,0,0,0,20,0,6,22,41,20,20,7,22,0,35,39,6,13,0,10,17,23,17,24,0,23,4,0,14,0,4,0,14,0
3334,nonDRNA,DRNA,nonDRNA,8.42E-18,1,2.43E-48,5.46E-42,1,0,0,0,96,0,30,83,109,71,96,33,114,0,119,153,26,76,0,70,66,56,137,107,0,134,17,0,83,0,17,0,83,0
3335,nonDRNA,RNA,nonDRNA,3.22E-07,2.88E-10,0.670840044,0.329159634,1,0,0,0,23,0,5,15,32,22,18,9,19,0,29,35,6,15,0,14,15,24,14,15,0,24,5,0,17,0,5,0,17,0
3336,nonDRNA,DNA,nonDRNA,7.77E-08,2.38E-10,0.037622395,0.962377527,1,0,0,0,42,0,8,22,24,12,35,12,10,0,18,24,8,14,0,17,10,22,29,14,0,33,7,0,12,0,7,0,12,0
3337,nonDRNA,RNA,nonDRNA,2.57E-06,5.40E-11,0.948724161,0.051273269,1,0,0,0,12,0,1,12,13,5,14,0,14,0,15,23,5,5,0,4,9,8,12,12,0,6,4,0,3,0,4,0,3,0
3338,nonDRNA,RNA,nonDRNA,1.26E-08,7.06E-13,0.996005755,0.003994232,1,0,0,0,15,0,0,6,9,6,14,5,8,0,5,12,4,1,0,7,4,6,9,9,0,13,0,0,3,0,0,0,3,0
3339,nonDRNA,DNA,nonDRNA,0.005041492,0.280420751,0.003176433,0.711361324,1,0,0,0,45,0,6,27,47,49,39,18,54,0,48,78,15,26,0,31,28,22,41,40,0,42,14,0,23,0,14,0,23,0
3340,nonDRNA,DNA,nonDRNA,1.11E-07,2.07E-10,0.316084752,0.683915137,1,0,0,0,13,0,1,14,19,17,9,8,21,0,17,32,5,12,0,10,7,6,12,6,0,15,3,0,8,0,3,0,8,0
3341,nonDRNA,RNA,nonDRNA,5.62E-08,3.43E-12,0.978743174,0.02125677,0.87480525,0,0,0.12519475,26,0,2,9,23,7,7,3,8,0,9,15,7,8,0,3,7,8,12,10,0,10,1,0,5,0,1,0,5,0
3342,nonDRNA,RNA,nonDRNA,4.92E-07,1.23E-08,0.649272545,0.35072695,1,0,0,0,23,0,7,20,23,16,37,3,22,0,17,23,6,27,0,14,14,15,29,28,0,26,8,0,22,0,8,0,22,0
3343,nonDRNA,DNA,nonDRNA,0.003806757,0.032579048,4.79E-04,0.96313519,1,0,0,0,52,0,9,70,61,26,59,19,38,0,36,76,13,35,0,61,32,36,44,63,0,68,8,0,23,0,8,0,23,0
3344,nonDRNA,RNA,nonDRNA,0.002507891,4.56E-06,0.781250991,0.216236556,1,0,0,0,47,0,2,20,26,44,56,14,25,0,14,44,12,13,0,32,13,25,27,28,0,35,18,0,15,0,18,0,15,0
3345,nonDRNA,RNA,nonDRNA,1.03E-04,3.86E-07,0.501177834,0.498718818,1,0,0,0,39,0,2,26,21,41,63,14,30,0,13,39,11,8,0,29,13,28,32,25,0,40,17,0,17,0,17,0,17,0
3346,nonDRNA,DNA,nonDRNA,9.56E-06,1.13E-05,0.013103604,0.986875498,0.875026379,0,0,0.124973621,39,0,9,20,27,26,53,19,14,0,8,63,5,17,0,44,32,29,58,31,0,41,10,0,18,0,10,0,18,0
3347,nonDRNA,DNA,nonDRNA,1.96E-05,3.67E-09,0.210758449,0.789221913,1,0,0,0,32,0,10,22,31,15,42,13,16,0,26,36,11,12,0,24,16,33,27,18,0,26,6,0,11,0,6,0,11,0
3348,nonDRNA,DNA,nonDRNA,3.83E-04,3.21E-07,0.188658386,0.810958673,1,0,0,0,55,0,5,31,7,32,40,20,27,0,8,43,3,31,0,42,18,19,33,40,0,43,7,0,15,0,7,0,15,0
3349,nonDRNA,DNA,nonDRNA,3.55E-07,3.00E-09,0.024736666,0.975262976,1,0,0,0,51,0,2,25,12,8,36,9,24,0,13,52,11,10,0,48,22,24,40,32,0,40,7,0,14,0,7,0,14,0
3350,nonDRNA,RNA,nonDRNA,7.71E-07,1.78E-10,0.542218864,0.457780364,1,0,0,0,34,0,6,25,11,21,30,9,18,0,21,38,5,15,0,15,17,21,25,25,0,21,9,0,17,0,9,0,17,0
3351,nonDRNA,DNA,nonDRNA,1.35E-07,2.76E-10,0.124351527,0.875648337,1,0,0,0,56,0,2,21,11,12,32,5,15,0,17,25,7,12,0,18,13,20,12,20,0,24,6,0,5,0,6,0,5,0
3352,nonDRNA,RNA,nonDRNA,4.89E-08,6.99E-12,0.986081381,0.01391857,1,0,0,0,13,0,1,7,15,8,8,8,10,0,18,15,3,5,0,5,7,4,8,7,0,8,2,0,2,0,2,0,2,0
3353,nonDRNA,RNA,nonDRNA,6.51E-08,9.58E-12,0.983425773,0.016574162,1,0,0,0,14,0,0,8,14,7,12,13,8,0,19,19,3,3,0,4,3,5,7,5,0,6,2,0,2,0,2,0,2,0
3354,nonDRNA,RNA,nonDRNA,6.36E-08,3.72E-12,0.974938706,0.025061231,1,0,0,0,12,0,1,10,13,8,13,1,13,0,10,22,5,12,0,4,8,9,8,13,0,9,4,0,6,0,4,0,6,0
3355,nonDRNA,DNA,nonDRNA,7.11E-07,7.88E-10,0.369834198,0.63016509,1,0,0,0,48,0,9,28,26,14,33,7,20,0,30,41,7,16,0,21,12,18,26,24,0,33,7,0,9,0,7,0,9,0
3356,nonDRNA,DNA,nonDRNA,9.08E-07,3.14E-09,8.80E-05,0.999911076,0.747887351,0,0,0.252112649,20,0,30,21,30,14,30,10,13,0,20,58,5,17,0,37,15,27,36,31,0,23,5,0,13,0,5,0,13,0
3357,nonDRNA,DNA,nonDRNA,8.40E-07,1.42E-09,0.39915368,0.600845479,1,0,0,0,50,0,6,17,35,16,31,6,32,0,32,49,5,17,0,28,15,13,18,24,0,33,3,0,15,0,3,0,15,0
3358,nonDRNA,RNA,nonDRNA,5.44E-08,2.98E-12,0.988322715,0.01167723,1,0,0,0,21,0,1,8,2,9,13,4,6,0,11,15,4,4,0,6,6,1,6,8,0,10,2,0,5,0,2,0,5,0
3359,nonDRNA,DRNA,nonDRNA,1.02E-18,1,3.05E-57,7.20E-47,1,0,0,0,109,0,30,82,116,70,87,34,106,0,125,152,24,68,0,71,58,62,137,110,0,139,17,0,83,0,17,0,83,0
3360,nonDRNA,RNA,nonDRNA,1.21E-07,1.31E-10,0.545348638,0.45465124,1,0,0,0,9,0,1,7,14,7,15,2,12,0,9,19,6,13,0,3,6,12,12,11,0,12,5,0,6,0,5,0,6,0
3361,nonDRNA,RNA,nonDRNA,7.97E-05,1.71E-08,0.678542444,0.321377873,1,0,0,0,50,0,1,11,13,16,44,3,40,0,20,54,17,11,0,18,12,9,15,27,0,46,0,0,18,0,0,0,18,0
3362,nonDRNA,RNA,nonDRNA,5.75E-08,7.96E-12,0.974374426,0.025625517,1,0,0,0,10,0,1,13,13,9,11,4,13,0,10,18,4,12,0,3,4,13,6,14,0,14,4,0,5,0,4,0,5,0
3363,nonDRNA,DRNA,nonDRNA,3.46E-06,0.999996543,1.29E-17,7.86E-12,1,0,0,0,52,0,27,57,86,54,62,33,76,0,79,109,30,66,0,51,45,60,72,54,0,56,14,0,49,0,14,0,49,0
3364,nonDRNA,DNA,nonDRNA,3.02E-05,6.14E-09,0.331117297,0.668852521,0.876747281,0,0,0.123252719,21,0,10,25,27,19,18,12,23,0,33,26,16,15,0,18,10,16,25,22,0,34,5,0,19,0,5,0,19,0
3365,nonDRNA,RNA,nonDRNA,5.79E-07,1.45E-10,0.54819314,0.451806281,0.876386111,0,0,0.123613889,17,0,10,19,33,21,27,5,16,0,27,44,6,16,0,12,16,21,24,11,0,20,8,0,9,0,8,0,9,0
3366,nonDRNA,RNA,nonDRNA,0.020916912,0.017572136,0.761394412,0.20011654,1,0,0,0,39,0,1,48,34,27,42,6,40,0,41,44,16,17,0,46,16,24,30,28,0,41,26,0,40,0,26,0,40,0
3367,nonDRNA,DNA,nonDRNA,0.00252123,0.013339314,0.003444544,0.980694912,1,0,0,0,91,0,6,45,40,25,63,11,25,0,19,83,13,22,0,48,52,64,45,28,0,45,16,0,21,0,16,0,21,0
3368,nonDRNA,DNA,nonDRNA,3.54E-07,1.53E-09,0.12649782,0.873501825,1,0,0,0,26,0,6,12,27,13,36,6,7,0,9,54,7,18,0,28,15,17,30,17,0,18,14,0,6,0,14,0,6,0
3369,nonDRNA,DNA,nonDRNA,4.07E-05,1.00E-08,0.344400238,0.655559032,1,0,0,0,36,0,10,22,36,15,40,11,36,0,34,20,14,12,0,18,9,13,18,24,0,42,2,0,12,0,2,0,12,0
3370,nonDRNA,RNA,nonDRNA,1.34E-05,1.72E-09,0.62019316,0.379793403,1,0,0,0,23,0,2,18,27,25,22,9,21,0,35,32,7,17,0,14,14,15,16,14,0,20,6,0,14,0,6,0,14,0
3371,nonDRNA,RNA,nonDRNA,3.58E-07,3.44E-10,0.695892786,0.304106855,1,0,0,0,23,0,2,18,27,25,22,9,21,0,34,32,8,17,0,14,14,15,16,14,0,20,6,0,14,0,6,0,14,0
3372,nonDRNA,RNA,nonDRNA,1.22E-07,1.93E-09,0.820375629,0.179624247,1,0,0,0,23,0,2,18,27,25,22,9,21,0,35,32,7,16,0,14,14,15,17,14,0,20,6,0,14,0,6,0,14,0
3373,nonDRNA,DNA,nonDRNA,7.77E-08,3.53E-10,0.066306685,0.933693237,1,0,0,0,23,0,2,19,26,25,22,8,21,0,35,32,7,16,0,13,15,15,17,15,0,20,6,0,14,0,6,0,14,0
3374,nonDRNA,RNA,nonDRNA,1.22E-07,1.94E-09,0.819446122,0.180553754,1,0,0,0,22,0,2,18,27,25,22,9,21,0,35,32,7,16,0,14,14,15,17,15,0,20,6,0,14,0,6,0,14,0
3375,nonDRNA,DRNA,nonDRNA,1.95E-15,1,3.35E-44,5.06E-32,1,0,0,0,117,0,23,93,134,59,90,48,54,0,108,152,27,50,0,70,68,97,173,93,0,86,15,0,34,0,15,0,34,0
3376,nonDRNA,RNA,nonDRNA,1.44E-08,3.85E-12,0.993274258,0.006725727,1,0,0,0,5,0,2,19,13,12,14,2,11,0,15,14,7,8,0,3,9,6,10,3,0,14,0,0,3,0,0,0,3,0
3377,nonDRNA,RNA,nonDRNA,1.75E-07,1.91E-10,0.826396022,0.173603803,0.875598274,0,0,0.124401726,6,0,8,4,7,5,14,3,6,0,6,10,3,8,0,7,11,5,12,8,0,9,0,0,2,0,0,0,2,0
3378,nonDRNA,DNA,nonDRNA,1.27E-07,2.69E-10,0.422690665,0.577309208,1,0,0,0,10,0,1,17,14,13,15,4,11,0,20,21,10,15,0,5,13,2,9,10,0,11,2,0,6,0,2,0,6,0
3379,nonDRNA,DNA,nonDRNA,3.28E-06,2.99E-09,0.140994835,0.85900188,1,0,0,0,56,0,4,30,27,12,32,18,22,0,19,48,16,16,0,21,27,21,22,25,0,44,8,0,18,0,8,0,18,0
3380,nonDRNA,RNA,nonDRNA,6.28E-08,3.47E-12,0.977328301,0.022671636,1,0,0,0,12,0,1,12,14,5,13,1,13,0,13,24,4,7,0,3,7,6,15,11,0,12,5,0,5,0,5,0,5,0
3381,nonDRNA,DRNA,nonDRNA,0.058692629,0.940110544,1.33E-05,0.001183478,1,0,0,0,61,0,1,57,67,28,70,15,51,0,79,47,15,63,0,25,28,16,62,86,0,79,3,0,40,0,3,0,40,0
3382,nonDRNA,RNA,nonDRNA,5.42E-08,4.70E-12,0.995328903,0.004671043,1,0,0,0,9,0,7,3,3,2,4,2,3,0,7,11,2,6,0,15,2,4,9,5,0,2,1,0,2,0,1,0,2,0
3383,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,1,0,0,0,11,0,4,8,12,9,20,6,11,0,13,14,1,8,0,12,7,5,14,8,0,14,0,1,10,0,0,1,10,0
3384,nonDRNA,DRNA,nonDRNA,6.27E-09,0.999999994,3.07E-23,4.52E-14,1,0,0,0,97,0,29,50,78,47,93,25,38,0,37,128,17,28,0,107,71,89,81,64,0,73,21,0,30,0,21,0,30,0
3385,nonDRNA,RNA,nonDRNA,2.57E-07,3.97E-11,0.836197986,0.163801757,0.87617687,0,0,0.12382313,12,0,10,8,19,9,16,8,27,0,31,23,6,16,0,7,4,3,28,17,0,18,4,0,7,0,4,0,7,0
3386,nonDRNA,RNA,nonDRNA,1.97E-08,1.07E-11,0.976856291,0.023143689,1,0,0,0,33,0,1,9,12,11,21,3,16,0,8,28,7,12,0,4,14,14,15,9,0,21,3,0,3,0,3,0,3,0
3387,nonDRNA,RNA,nonDRNA,4.20E-07,1.16E-08,0.629340072,0.370659496,1,0,0,0,32,0,4,31,29,12,46,6,20,0,22,44,10,13,0,17,10,28,16,33,0,39,4,0,16,0,4,0,16,0
3388,nonDRNA,RNA,nonDRNA,2.66E-07,8.96E-11,0.737467027,0.262532707,1,0,0,0,32,0,6,21,18,8,32,11,16,0,4,48,10,10,0,19,15,23,18,13,0,26,2,0,5,0,2,0,5,0
3389,nonDRNA,DNA,DNA,6.84E-07,2.62E-10,0.370181833,0.629817483,0.499466319,0,0,0.500533681,23,0,6,17,21,19,19,17,16,0,25,22,9,18,0,23,19,27,47,36,0,18,4,0,3,0,4,0,3,0
3390,nonDRNA,DNA,nonDRNA,3.47E-05,1.39E-07,0.156860228,0.84310493,1,0,0,0,29,0,0,48,28,28,32,11,29,0,38,53,13,26,0,26,14,27,10,26,0,31,12,0,30,0,12,0,30,0
3391,nonDRNA,DRNA,nonDRNA,0.032573658,0.556805337,1.06E-05,0.410610389,1,0,0,0,79,0,9,62,58,35,67,19,42,0,34,97,12,50,0,58,43,44,74,53,0,63,5,0,25,0,5,0,25,0
3392,nonDRNA,DNA,nonDRNA,1.27E-06,5.67E-08,0.008842528,0.991156144,0.750648511,0,0,0.249351489,56,0,11,25,28,24,35,13,13,0,24,38,10,20,0,40,30,48,59,38,0,35,4,0,5,0,4,0,5,0
3393,nonDRNA,RNA,nonDRNA,2.89E-08,4.52E-11,0.942705244,0.057294727,1,0,0,0,12,0,2,18,17,11,17,11,13,0,20,23,6,10,0,21,9,9,30,13,0,19,4,0,7,0,4,0,7,0
3394,nonDRNA,RNA,nonDRNA,1.32E-07,4.31E-11,0.838448586,0.161551282,1,0,0,0,19,0,4,14,21,7,19,8,9,0,17,26,5,20,0,18,18,13,27,25,0,16,3,0,9,0,3,0,9,0
3395,nonDRNA,DNA,nonDRNA,1.08E-07,1.30E-10,0.355672298,0.644327593,1,0,0,0,34,0,0,10,17,12,30,4,14,0,9,23,4,9,0,8,6,15,16,18,0,21,0,0,3,0,0,0,3,0
3396,nonDRNA,RNA,nonDRNA,3.55E-06,9.39E-11,0.892529118,0.107467328,1,0,0,0,18,0,2,7,15,8,15,5,8,0,17,30,12,6,0,15,9,10,12,11,0,14,5,0,7,0,5,0,7,0
