seq,class,predicted class na夫e,predicted class knn,nondrna na夫e,rna na夫e,drna na夫e,dna na夫e,nondrna knn,rna knn,drna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
3465,nonDRNA,RNA,nonDRNA,1.07E-07,0.54958886,1.54E-10,0.450411032,1,0,0,0,12,0,2,13,19,8,7,8,4,0,14,19,6,9,0,3,8,9,10,5,0,11,1,0,8,0
3466,nonDRNA,DNA,nonDRNA,4.70E-07,0.025549928,6.38E-09,0.974449595,1,0,0,0,34,0,10,22,37,16,27,19,15,0,20,51,9,11,0,23,15,35,32,13,0,32,13,0,17,0
3467.00,nonDRNA,DRNA,nonDRNA,0.02,0.00,0.98,0.00,0.799538028,0.200461972,0,0,56.00,0.00,12.00,67.00,68.00,42.00,46.00,24.00,57.00,0.00,64.00,90.00,19.00,58.00,0.00,37.00,26.00,31.00,85.00,52.00,0.00,50.00,11.00,0.00,32.00,0.00
3468,nonDRNA,DNA,nonDRNA,1.19E-07,0.463282132,1.57E-10,0.536717749,0.403736762,0.197545766,0,0.398717471,24,0,1,10,14,17,16,3,10,0,17,17,2,5,0,10,12,7,11,8,0,10,4,0,9,0
3469,nonDRNA,DNA,nonDRNA,1.37E-07,0.416961692,2.04E-10,0.583038171,1,0,0,0,20,0,0,9,15,8,15,10,12,0,16,25,4,13,0,9,11,7,6,3,0,12,6,0,10,0
3470,nonDRNA,RNA,nonDRNA,1.26E-07,0.627539018,1.19E-10,0.372460856,1,0,0,0,13,0,1,7,10,8,7,1,10,0,4,12,8,5,0,3,3,13,13,9,0,14,2,0,11,0
3471,nonDRNA,DNA,nonDRNA,0.00164113,0.35234794,9.24E-04,0.645086664,1,0,0,0,70,0,7,32,62,30,47,13,31,0,48,52,20,15,0,31,18,29,18,29,0,38,15,0,38,0
3472,nonDRNA,DNA,nonDRNA,1.45E-07,0.151799079,4.09E-10,0.848200776,1,0,0,0,27,0,1,21,16,9,33,2,25,0,26,33,13,12,0,14,14,5,14,18,0,37,2,0,13,0
3473.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.595650537,0.199425689,0,0.204923774,113.00,0.00,33.00,82.00,78.00,52.00,99.00,47.00,83.00,0.00,60.00,146.00,33.00,88.00,0.00,81.00,52.00,82.00,126.00,104.00,0.00,93.00,21.00,0.00,64.00,0.00
3474,nonDRNA,DNA,nonDRNA,8.73E-08,0.172105814,1.13E-10,0.827894098,0.803969139,0,0,0.196030861,31,0,1,22,9,7,29,9,18,0,9,23,9,9,0,14,8,17,17,15,0,31,3,0,5,0
3475,nonDRNA,DNA,nonDRNA,6.13E-05,0.022694187,5.67E-06,0.977238883,1,0,0,0,37,0,10,25,37,29,38,8,41,0,60,53,15,61,0,17,5,12,45,25,0,50,4,0,33,0
3476,nonDRNA,DNA,nonDRNA,6.95E-08,0.031764831,3.52E-10,0.968235099,1,0,0,0,24,0,5,22,32,13,34,8,22,0,26,24,14,16,0,20,15,21,26,29,0,28,4,0,19,0
3477,nonDRNA,DNA,nonDRNA,1.03E-07,0.436715428,1.13E-10,0.563284469,1,0,0,0,14,0,2,13,19,9,16,8,7,0,9,20,6,4,0,6,7,5,13,10,0,10,2,0,9,0
3478,nonDRNA,DNA,nonDRNA,1.46E-07,0.076132203,3.66E-10,0.923867651,1,0,0,0,49,0,5,21,22,8,34,15,23,0,7,23,13,6,0,16,5,25,31,21,0,32,1,0,6,0
3479,nonDRNA,DNA,nonDRNA,1.55E-06,0.057076785,2.33E-08,0.942921638,1,0,0,0,60,0,6,26,25,10,42,12,15,0,14,58,18,10,0,28,33,25,27,19,0,33,12,0,11,0
3480,nonDRNA,DNA,nonDRNA,2.05E-07,0.056607737,9.55E-10,0.943392057,1,0,0,0,51,0,6,26,30,10,43,11,31,0,21,38,13,13,0,13,8,19,18,29,0,34,2,0,6,0
3481,nonDRNA,DNA,nonDRNA,2.56E-07,0.069746027,1.67E-09,0.930253715,1,0,0,0,13,0,1,26,20,17,29,21,30,0,24,24,14,13,0,23,7,11,14,28,0,27,8,0,13,0
3482,nonDRNA,DNA,nonDRNA,1.05E-07,0.302370994,1.58E-10,0.697628901,1,0,0,0,11,0,2,14,15,14,26,7,18,0,17,17,6,10,0,8,4,9,12,14,0,32,3,0,7,0
3483,nonDRNA,DNA,nonDRNA,1.10E-07,0.037619339,5.57E-10,0.962380551,1,0,0,0,37,0,6,22,25,8,35,14,43,0,16,46,6,13,0,15,26,18,19,16,0,26,2,0,12,0
3484,nonDRNA,RNA,nonDRNA,1.27E-07,0.666915287,1.20E-10,0.333084586,1,0,0,0,12,0,4,11,10,5,13,1,14,0,9,25,6,6,0,8,5,8,8,6,0,9,0,0,8,0
3485,nonDRNA,DNA,nonDRNA,2.84E-07,0.106552334,2.13E-09,0.89344738,1,0,0,0,16,0,7,20,29,22,25,4,47,0,37,31,6,31,0,10,2,13,21,7,0,17,2,0,14,0
3486,nonDRNA,DNA,nonDRNA,6.64E-07,0.024579303,5.90E-09,0.975420027,1,0,0,0,67,0,8,10,12,8,58,12,7,0,12,27,11,15,0,40,14,22,63,20,0,16,5,0,15,0
3487,nonDRNA,DNA,nonDRNA,4.99E-08,0.025362002,2.43E-10,0.974637948,1,0,0,0,18,0,6,24,24,12,25,7,21,0,39,37,9,18,0,24,12,23,32,24,0,30,7,0,11,0
3488,nonDRNA,RNA,nonDRNA,1.30E-07,0.757289277,1.38E-10,0.242710593,1,0,0,0,7,0,1,6,21,5,8,4,12,0,18,12,3,7,0,7,0,9,7,6,0,17,2,0,5,0
3489,nonDRNA,RNA,nonDRNA,2.42E-05,0.763094567,2.80E-07,0.23688097,0.799260422,0,0,0.200739578,35,0,8,6,11,56,36,4,33,0,12,54,14,16,0,12,11,12,29,19,0,29,6,0,14,0
3490,nonDRNA,RNA,nonDRNA,4.97E-07,0.798579293,7.15E-10,0.201420209,1,0,0,0,4,0,14,7,10,6,13,1,5,0,9,5,2,9,0,2,3,6,5,8,0,3,0,0,10,0
3491,nonDRNA,DNA,nonDRNA,0.020743078,0.467502309,0.018140478,0.493614135,1,0,0,0,66,0,8,35,32,30,49,20,23,0,29,60,14,38,0,42,30,31,38,79,0,55,7,0,34,0
3492,nonDRNA,DNA,nonDRNA,1.26E-07,0.438911986,1.66E-10,0.561087888,1,0,0,0,17,0,6,8,4,5,9,7,12,0,10,24,8,15,0,6,6,4,24,16,0,8,2,0,6,0
3493,nonDRNA,DNA,nonDRNA,1.74E-07,0.025285431,1.42E-09,0.974714393,1,0,0,0,41,0,6,28,33,23,43,11,26,0,29,34,9,12,0,22,12,23,19,32,0,31,4,0,20,0
3494,nonDRNA,RNA,nonDRNA,1.71E-07,0.9350597,1.36E-10,0.064940129,0.603801,0,0.198540648,0.197658352,3,0,2,4,4,2,13,1,13,0,6,12,2,4,0,6,6,4,0,8,0,6,2,0,1,0
3495,nonDRNA,RNA,nonDRNA,1.67E-07,0.937884555,1.40E-10,0.062115278,1,0,0,0,3,0,2,4,4,2,13,1,11,0,8,11,2,5,0,6,5,2,1,8,0,8,2,0,1,0
3496,nonDRNA,DNA,nonDRNA,7.44E-07,0.130545315,4.53E-09,0.869453936,1,0,0,0,30,0,4,27,6,22,59,6,20,0,16,27,5,34,0,11,11,21,13,19,0,44,9,0,11,0
3497,nonDRNA,DNA,nonDRNA,1.75E-06,0.066661456,1.68E-08,0.933336773,0.803707575,0.196292425,0,0,51,0,10,19,8,12,35,4,22,0,13,27,2,30,0,32,28,6,44,39,0,28,12,0,17,0
3498,nonDRNA,DNA,nonDRNA,1.75E-07,0.442771399,2.66E-10,0.557228426,0.603826159,0.197641697,0,0.198532143,8,0,1,8,7,7,24,4,12,0,9,9,5,22,0,7,9,8,17,16,0,14,7,0,13,0
3499,nonDRNA,RNA,nonDRNA,1.38E-07,0.819263548,1.05E-10,0.180736314,1,0,0,0,10,0,2,6,5,4,16,2,3,0,6,7,2,2,0,4,8,9,12,8,0,12,4,0,6,0
3500,nonDRNA,DNA,nonDRNA,7.08E-08,0.244300653,7.99E-11,0.755699276,1,0,0,0,9,0,4,9,17,9,14,8,11,0,5,22,4,9,0,11,12,20,13,18,0,20,4,0,10,0
3501,nonDRNA,RNA,nonDRNA,1.61E-07,0.829864481,2.07E-10,0.170135358,1,0,0,0,4,0,0,8,7,12,12,2,6,0,6,15,2,13,0,4,5,5,12,9,0,7,1,0,5,0
3502,nonDRNA,DNA,nonDRNA,8.71E-08,0.245219837,1.59E-10,0.754780076,1,0,0,0,12,0,5,16,11,16,15,8,17,0,20,16,6,12,0,10,10,8,20,15,0,16,5,0,3,0
3503,nonDRNA,DNA,nonDRNA,8.85E-08,0.10574638,2.25E-10,0.894253531,1,0,0,0,32,0,5,21,17,15,30,5,18,0,28,18,10,11,0,12,7,9,25,20,0,38,3,0,9,0
3504,nonDRNA,RNA,nonDRNA,4.73E-07,0.768298184,5.75E-10,0.231701343,0.80200735,0,0,0.19799265,10,0,14,10,2,3,10,1,4,0,6,5,2,11,0,6,6,8,9,6,0,3,2,0,8,0
3505,nonDRNA,DNA,nonDRNA,5.20E-08,0.134883979,8.57E-11,0.865115969,1,0,0,0,13,0,4,18,18,12,18,9,19,0,18,25,8,8,0,26,7,16,12,12,0,18,2,0,9,0
3506,nonDRNA,DNA,nonDRNA,1.45E-07,0.436828141,2.75E-10,0.563171714,1,0,0,0,17,0,3,18,11,19,17,3,17,0,19,10,2,12,0,11,2,9,18,9,0,13,1,0,16,0
3507,nonDRNA,RNA,nonDRNA,1.47E-07,0.631370234,1.95E-10,0.368629619,0.799736632,0.200263368,0,0,7,0,4,11,6,15,17,3,16,0,17,9,1,12,0,12,1,7,8,10,0,18,3,0,7,0
3508,nonDRNA,RNA,nonDRNA,1.19E-07,0.722085126,1.15E-10,0.277914755,0.804965177,0.195034823,0,0,17,0,2,9,6,9,8,3,6,0,9,13,3,7,0,3,5,6,7,10,0,15,2,0,6,0
3509,nonDRNA,RNA,nonDRNA,1.37E-07,0.774762078,1.29E-10,0.225237785,0.801341751,0,0,0.198658249,17,0,3,6,7,8,8,7,7,0,10,18,1,7,0,5,5,6,7,6,0,12,4,0,2,0
3510,nonDRNA,RNA,nonDRNA,1.39E-07,0.796659679,1.36E-10,0.203340181,0.812485561,0.187514439,0,0,17,0,3,7,6,8,9,7,8,0,11,16,0,7,0,4,5,5,9,6,0,12,4,0,2,0
3511,nonDRNA,RNA,nonDRNA,1.55E-07,0.808524648,1.66E-10,0.191475196,0.799653753,0,0,0.200346247,18,0,1,2,9,8,8,8,7,0,11,19,0,9,0,4,5,2,8,8,0,12,4,0,3,0
3512,nonDRNA,RNA,nonDRNA,1.43E-07,0.804347706,1.36E-10,0.195652151,1,0,0,0,17,0,2,11,2,8,8,9,2,0,11,17,0,2,0,8,2,3,11,13,0,10,1,0,4,0
3513,nonDRNA,RNA,nonDRNA,1.26E-07,0.73134022,1.22E-10,0.268659654,1,0,0,0,18,0,2,8,5,8,10,5,8,0,9,15,3,7,0,3,5,4,7,8,0,13,2,0,6,0
3514,nonDRNA,RNA,nonDRNA,1.46E-07,0.892768127,1.35E-10,0.107231727,1,0,0,0,15,0,2,6,3,8,10,3,5,0,5,9,1,7,0,4,6,5,10,4,0,11,3,0,0,0
3515,nonDRNA,DNA,nonDRNA,4.47E-07,0.015593745,4.42E-09,0.984405804,1,0,0,0,25,0,14,28,23,28,42,9,23,0,19,33,5,29,0,21,16,21,39,27,0,36,8,0,15,0
3516,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,1,0,0,0,17,0,1,11,5,7,7,5,8,0,14,17,2,3,0,6,1,4,13,6,0,9,2,1,4,0
3517,nonDRNA,DNA,nonDRNA,8.64E-08,0.056310939,2.76E-10,0.943688975,1,0,0,0,32,0,5,24,13,21,27,9,16,0,19,34,4,15,0,15,12,22,25,25,0,19,8,0,16,0
3518,nonDRNA,RNA,nonDRNA,1.71E-07,0.983025943,1.39E-10,0.016973885,0.80252821,0.19747179,0,0,5,0,2,5,5,2,4,2,2,0,0,5,0,1,0,6,1,4,0,0,0,1,0,0,4,0
3519,DNA,DNA,nonDRNA,2.08E-06,0.382187723,1.44E-09,0.617810193,1,0,0,0,41,0,5,10,25,12,57,32,4,0,16,27,6,5,0,27,13,19,27,7,0,12,1,0,7,0
3520,DNA,DNA,nonDRNA,2.84E-06,0.206532015,2.11E-09,0.793465147,0.599242525,0.199555485,0,0.20120199,62,0,1,45,50,7,25,3,20,0,34,44,7,5,0,18,22,33,20,29,0,28,4,0,9,0
3521,DNA,DNA,nonDRNA,1.12E-05,0.003487623,1.68E-07,0.996501042,0.797724973,0,0,0.202275027,33,0,14,46,32,21,49,17,36,0,38,50,19,23,0,43,18,35,67,37,0,29,4,0,15,0
3522,DNA,RNA,nonDRNA,1.45E-07,0.982297006,2.80E-11,0.017702849,0.798672678,0,0,0.201327322,30,0,0,4,6,1,8,2,6,0,58,6,2,3,0,16,5,7,21,6,0,12,0,0,3,0
3523,DNA,RNA,nonDRNA,4.21E-08,0.994784212,2.19E-12,0.005215746,0.606062639,0,0,0.393937361,18,0,0,4,5,1,15,6,9,0,14,12,1,1,0,3,5,9,8,8,0,7,0,0,2,0
3524,DNA,DNA,nonDRNA,4.76E-05,0.00243341,7.09E-06,0.997511849,1,0,0,0,38,0,9,35,34,28,57,13,31,0,27,53,14,42,0,64,59,29,53,51,0,42,2,0,15,0
3525,DNA,RNA,nonDRNA,7.59E-08,0.962511479,2.96E-12,0.037488445,1,0,0,0,28,0,2,10,13,5,16,6,9,0,3,24,5,0,0,9,7,26,10,17,0,18,2,0,5,0
3526,DNA,RNA,nonDRNA,3.84E-08,0.993178704,2.02E-12,0.006821257,0.596427304,0,0,0.403572696,18,0,2,4,7,4,7,2,7,0,13,12,3,1,0,6,8,18,5,10,0,6,0,0,3,0
3527,DNA,DNA,nonDRNA,9.47E-05,0.019514092,1.96E-06,0.980389286,1,0,0,0,35,0,13,32,44,29,30,11,30,0,46,42,9,35,0,29,31,25,47,34,0,52,17,0,19,0
3528,DNA,RNA,nonDRNA,2.83E-07,0.743674737,4.13E-11,0.25632498,1,0,0,0,37,0,4,15,28,11,23,8,21,0,15,25,16,14,0,16,10,25,17,16,0,24,4,0,12,0
3529.00,DNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.59789774,0.19205804,0,0.21004422,58.00,0.00,9.00,82.00,108.00,47.00,51.00,22.00,63.00,0.00,119.00,124.00,20.00,61.00,0.00,41.00,46.00,61.00,69.00,49.00,0.00,47.00,13.00,0.00,39.00,0.00
3530,DNA,RNA,DNA,8.52E-08,0.987897028,5.69E-12,0.012102887,0,0,0,1,5,0,9,1,2,5,7,3,15,0,5,10,3,12,0,6,6,6,10,15,0,8,1,0,4,0
3531,DNA,RNA,nonDRNA,4.72E-08,0.991171427,2.41E-12,0.008828526,1,0,0,0,16,0,0,6,13,4,15,3,2,0,8,6,4,3,0,3,4,11,16,3,0,6,2,0,6,0
3532,DNA,RNA,nonDRNA,8.24E-08,0.961665086,3.94E-12,0.038334831,0.603127638,0.198948455,0,0.197923907,25,0,4,5,16,9,21,8,2,0,6,31,3,3,0,18,3,24,8,10,0,13,3,0,7,0
3533,DNA,DNA,nonDRNA,9.44E-07,0.088099933,7.14E-10,0.911899122,0.604864331,0.197037568,0,0.198098102,29,0,13,21,28,17,32,15,20,0,26,48,17,18,0,35,14,25,45,24,0,24,2,0,9,0
3534,DNA,DNA,nonDRNA,4.34E-06,0.075822303,1.06E-08,0.924173342,1,0,0,0,25,0,7,33,31,21,23,13,26,0,35,50,13,38,0,14,24,35,47,21,0,22,12,0,14,0
3535,DNA,RNA,nonDRNA,6.56E-08,0.959080767,4.88E-12,0.040919168,1,0,0,0,8,0,4,9,18,9,9,3,18,0,13,18,7,10,0,10,11,19,19,10,0,10,2,0,7,0
3536,DNA,RNA,nonDRNA,4.00E-08,0.992602641,2.95E-12,0.007397319,0.797904971,0.202095029,0,0,14,0,3,5,20,5,3,2,6,0,14,10,3,6,0,1,10,9,10,8,0,6,0,0,3,0
3537,DNA,DNA,nonDRNA,4.69E-07,0.387750094,8.58E-11,0.612249437,1,0,0,0,23,0,12,17,38,13,20,7,19,0,18,39,11,18,0,16,9,21,28,20,0,18,5,0,10,0
3538,DNA,RNA,nonDRNA,3.26E-07,0.705328069,3.73E-11,0.294671606,1,0,0,0,37,0,9,25,19,8,22,8,7,0,9,27,5,9,0,37,9,25,31,13,0,8,1,0,9,0
3539,DNA,RNA,nonDRNA,4.08E-07,0.523990966,1.30E-10,0.476008626,1,0,0,0,31,0,6,22,23,8,9,10,28,0,26,28,8,23,0,22,30,24,38,17,0,17,2,0,4,0
3540,DNA,DNA,nonDRNA,1.47E-06,0.010128247,2.60E-09,0.98987028,1,0,0,0,23,0,18,23,39,19,36,14,25,0,22,52,16,18,0,32,25,30,45,17,0,17,4,0,20,0
3541,DNA,DNA,nonDRNA,6.87E-05,0.002730366,3.33E-06,0.997197614,0.597506115,0.199139453,0,0.203354432,29,0,11,47,44,18,32,16,56,0,39,53,11,36,0,40,34,22,75,48,0,38,2,0,21,0
3542,DNA,RNA,DNA,7.26E-08,0.967252985,6.01E-12,0.032746942,0.402245442,0,0,0.597754558,13,0,1,12,16,7,15,2,27,0,16,16,4,8,0,5,9,15,12,16,0,14,0,0,12,0
3543,DNA,RNA,nonDRNA,5.86E-08,0.983378933,4.79E-12,0.016621009,0.600051756,0.19839908,0,0.201549164,4,0,3,7,11,4,19,9,13,0,22,11,2,10,0,4,8,7,8,10,0,12,2,0,8,0
3544,DNA,DNA,RNA,9.41E-06,0.013903166,6.39E-08,0.986087363,0.4034176,0.5965824,0,0,43,0,11,18,27,26,43,15,30,0,24,37,19,40,0,41,28,31,60,37,0,43,3,0,15,0
3545.00,DNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.592135646,0.200898234,0,0.20696612,65.00,0.00,31.00,39.00,63.00,24.00,117.00,40.00,17.00,0.00,33.00,89.00,21.00,35.00,0.00,149.00,48.00,66.00,128.00,58.00,0.00,44.00,5.00,0.00,34.00,0.00
3546,DNA,DNA,nonDRNA,3.00E-05,0.003970896,9.84E-07,0.995998127,0.599524796,0.400475204,0,0,25,0,6,38,41,21,26,13,28,0,20,39,12,29,0,32,55,46,87,49,0,29,4,0,23,0
3547,DNA,DNA,nonDRNA,6.20E-06,0.005754113,4.77E-08,0.994239639,1,0,0,0,25,0,14,31,50,24,31,12,22,0,61,50,8,25,0,27,17,35,61,34,0,30,10,0,13,0
3548,DNA,RNA,nonDRNA,5.39E-08,0.98492491,2.17E-12,0.015075036,1,0,0,0,17,0,1,9,9,5,19,5,11,0,4,18,2,5,0,10,5,11,7,12,0,7,2,0,6,0
3549,DNA,DNA,nonDRNA,0.048246656,0.002630177,0.235181724,0.713941444,1,0,0,0,50,0,4,40,86,29,49,11,64,0,81,64,10,17,0,38,14,50,28,26,0,55,10,0,45,0
3550,DNA,DNA,nonDRNA,0.052086396,0.002125683,0.202583299,0.743204622,1,0,0,0,54,0,5,47,78,32,53,12,53,0,77,63,10,15,0,35,13,58,22,34,0,59,10,0,45,0
3551,DNA,RNA,nonDRNA,7.14E-08,0.962177275,5.41E-12,0.037822654,0.60025443,0,0,0.39974557,13,0,1,18,8,11,14,5,20,0,13,21,7,9,0,5,7,11,15,14,0,12,0,0,8,0
3552,DNA,DNA,nonDRNA,0.001013632,0.006118862,2.81E-04,0.99258621,1,0,0,0,60,0,10,40,63,25,60,24,36,0,52,61,14,22,0,30,25,38,25,32,0,44,18,0,25,0
3553,DNA,RNA,nonDRNA,5.13E-08,0.998016426,3.20E-12,0.001983522,1,0,0,0,2,0,0,1,6,2,4,0,2,0,5,3,4,3,0,2,2,6,4,0,0,5,1,0,1,0
3554,DNA,RNA,nonDRNA,8.34E-08,0.940529825,8.01E-12,0.059470091,0.800806507,0.199193493,0,0,7,0,1,13,16,10,16,6,17,0,23,29,6,17,0,8,8,12,13,13,0,14,2,0,7,0
3555,DNA,RNA,nonDRNA,4.53E-08,0.991395219,2.51E-12,0.008604736,0.811472896,0,0,0.188527104,13,0,1,4,14,11,11,0,5,0,12,13,3,2,0,7,3,10,5,4,0,12,2,0,4,0
3556,DNA,RNA,nonDRNA,4.73E-08,0.978984646,2.59E-12,0.021015307,1,0,0,0,19,0,2,7,14,5,6,5,11,0,14,15,7,5,0,8,7,10,13,14,0,12,1,0,6,0
3557,DNA,RNA,nonDRNA,4.90E-07,0.635228594,1.13E-10,0.364770916,1,0,0,0,30,0,3,8,18,10,40,6,7,0,15,30,10,13,0,48,11,11,35,18,0,13,4,0,20,0
3558,DNA,RNA,nonDRNA,5.17E-08,0.977326088,2.71E-12,0.022673861,0.800695033,0.199304967,0,0,16,0,2,11,11,5,16,4,12,0,13,23,6,7,0,6,7,21,9,10,0,9,2,0,3,0
3559,DNA,RNA,nonDRNA,2.99E-07,0.762506915,3.48E-11,0.237492786,1,0,0,0,26,0,1,30,27,8,27,7,22,0,15,35,3,11,0,19,8,18,25,25,0,33,1,0,9,0
3560,DNA,RNA,DNA,3.26E-07,0.660026459,8.51E-11,0.339973214,0,0.395807349,0,0.604192651,23,0,2,18,28,11,22,11,29,0,29,36,14,16,0,16,15,12,29,19,0,19,1,0,12,0
3561,DNA,DNA,nonDRNA,6.07E-07,0.239452991,2.20E-10,0.760546401,0.600782886,0.198989404,0,0.20022771,30,0,3,27,33,10,20,12,19,0,18,29,10,23,0,20,22,32,50,27,0,18,5,0,12,0
3562,DNA,RNA,DNA,5.42E-08,0.984371762,2.13E-12,0.015628184,0,0.158154184,0,0.841845816,16,0,1,10,15,2,9,4,5,0,6,20,4,2,0,8,8,20,7,7,0,10,4,0,5,0
3563,DNA,RNA,DNA,9.16E-08,0.934177941,7.80E-12,0.065821968,0,0.158266493,0,0.841733507,15,0,1,8,20,7,15,7,21,0,12,23,9,10,0,13,14,15,21,14,0,7,0,0,11,0
3564,DNA,RNA,DNA,4.32E-08,0.992870033,2.28E-12,0.007129924,0.39709336,0,0,0.60290664,10,0,4,7,13,3,8,5,7,0,5,15,3,8,0,5,7,11,8,7,0,6,0,0,3,0
3565,DNA,RNA,nonDRNA,3.99E-08,0.996946986,2.39E-12,0.003052974,1,0,0,0,14,0,0,3,10,4,6,0,3,0,11,5,2,3,0,5,1,6,6,6,0,9,0,0,0,0
3566,DNA,RNA,nonDRNA,5.10E-08,0.988860246,2.92E-12,0.011139703,1,0,0,0,8,0,2,13,9,2,8,3,13,0,12,16,8,8,0,5,6,7,7,10,0,8,1,0,3,0
3567,DNA,RNA,nonDRNA,1.66E-07,0.872715335,1.84E-11,0.127284499,0.808542783,0,0.191457217,0,32,0,6,13,31,5,15,2,20,0,23,31,5,7,0,10,5,35,17,10,0,21,2,0,10,0
3568,DNA,DNA,nonDRNA,2.86E-06,0.383790515,3.30E-09,0.616206622,0.783634168,0,0,0.216365832,12,0,4,17,28,23,14,4,36,0,52,32,7,44,0,10,12,10,31,18,0,18,4,0,19,0
3569,DNA,RNA,nonDRNA,4.94E-08,0.991996794,3.43E-12,0.008003156,0.79951787,0.20048213,0,0,6,0,1,7,14,5,5,0,10,0,7,10,7,9,0,3,9,6,9,4,0,10,0,0,5,0
3570,DNA,RNA,nonDRNA,4.99E-08,0.989074671,3.03E-12,0.010925279,1,0,0,0,6,0,0,6,9,7,4,3,5,0,12,9,5,7,0,4,3,11,7,8,0,8,4,0,7,0
3571,DNA,DNA,nonDRNA,7.85E-07,0.135574071,4.43E-10,0.864425144,0.600558405,0.201265915,0,0.19817568,27,0,10,27,37,13,16,9,13,0,25,37,4,18,0,35,24,26,63,17,0,24,2,0,12,0
3572,DNA,RNA,nonDRNA,2.33E-07,0.730584752,4.20E-11,0.269415015,0.593943357,0,0,0.406056643,17,0,3,19,15,10,13,5,19,0,29,33,8,21,0,13,11,33,30,13,0,20,6,0,11,0
3573,DNA,DNA,DNA,2.77E-06,0.040103335,6.46E-09,0.959893892,0,0.181492986,0,0.818507014,42,0,11,36,39,10,54,11,27,0,54,43,6,24,0,27,23,24,37,33,0,37,4,0,5,0
3574.00,DNA,DRNA,DNA,0.00,0.00,1.00,0.00,0,0,0,1,68.00,0.00,21.00,38.00,49.00,19.00,61.00,35.00,26.00,0.00,32.00,82.00,9.00,25.00,0.00,133.00,38.00,47.00,113.00,56.00,0.00,55.00,6.00,0.00,30.00,0.00
3575,DNA,RNA,nonDRNA,2.12E-07,0.834509384,2.19E-11,0.165490405,0.576194313,0.21126345,0,0.212542238,23,0,4,21,36,4,20,8,24,0,16,38,5,9,0,16,10,23,17,19,0,30,1,0,5,0
3576,DNA,RNA,DNA,4.26E-08,0.997688516,2.71E-12,0.002311441,0,0,0,1,9,0,0,3,9,4,3,0,3,0,4,6,1,6,0,1,1,6,5,5,0,6,0,0,1,0
3577,DNA,RNA,nonDRNA,2.67E-07,0.672301586,3.59E-11,0.327698147,1,0,0,0,31,0,6,20,23,13,23,9,22,0,20,38,10,8,0,17,13,32,16,17,0,24,4,0,5,0
3578,DNA,RNA,nonDRNA,5.49E-08,0.980395084,3.55E-12,0.019604861,0.802457912,0,0,0.197542088,15,0,0,15,9,5,15,1,14,0,14,14,8,6,0,0,10,17,14,8,0,15,1,0,2,0
3579,DNA,DNA,nonDRNA,9.28E-07,0.075977921,6.91E-10,0.924021151,1,0,0,0,35,0,13,28,26,13,28,12,27,0,25,52,16,17,0,30,24,29,37,20,0,26,3,0,13,0
3580,DNA,RNA,nonDRNA,5.03E-08,0.993399079,2.43E-12,0.006600871,1,0,0,0,5,0,1,4,11,1,8,4,6,0,7,5,5,2,0,6,5,8,6,5,0,8,2,0,9,0
3581,DNA,RNA,nonDRNA,1.93E-07,0.859145961,2.94E-11,0.140853846,0.800203703,0,0,0.199796297,7,0,3,17,25,10,13,10,25,0,25,31,7,21,0,8,3,15,30,7,0,23,4,0,5,0
3582,DNA,RNA,nonDRNA,6.94E-08,0.967476575,4.58E-12,0.032523355,1,0,0,0,9,0,0,11,16,9,9,4,10,0,18,25,6,1,0,5,8,7,17,11,0,4,3,0,9,0
3583,DNA,DNA,DNA,1.28E-06,0.459102172,7.66E-10,0.54089655,0,0.179006055,0,0.820993945,26,0,7,21,21,22,56,5,12,0,21,22,17,26,0,18,24,19,41,15,0,27,6,0,8,0
3584,DNA,RNA,nonDRNA,1.23E-07,0.885510085,1.37E-11,0.114489792,1,0,0,0,19,0,0,22,24,11,6,4,9,0,23,27,5,13,0,20,8,13,31,20,0,21,1,0,4,0
3585.00,DNA,DRNA,RNA,0.00,0.00,1.00,0.00,0.388899783,0.397608702,0,0.213491515,64.00,0.00,19.00,107.00,145.00,69.00,68.00,42.00,154.00,0.00,152.00,208.00,41.00,151.00,0.00,89.00,77.00,79.00,186.00,96.00,0.00,111.00,13.00,0.00,45.00,0.00
3586,DNA,RNA,nonDRNA,8.18E-08,0.955022691,6.68E-12,0.044977227,0.401940886,0.39340753,0,0.204651584,12,0,5,10,21,6,7,6,17,0,25,16,6,6,0,12,8,6,21,14,0,6,4,0,5,0
3587,DNA,RNA,DNA,7.48E-08,0.961773002,6.65E-12,0.038226923,0.390961965,0,0,0.609038035,11,0,1,15,15,10,17,2,22,0,18,24,4,16,0,5,6,13,11,10,0,14,1,0,9,0
3588,DNA,DNA,nonDRNA,8.51E-07,0.294750691,4.47E-10,0.705248458,1,0,0,0,35,0,4,14,26,10,24,19,28,0,27,41,14,19,0,25,13,36,27,17,0,20,8,0,13,0
3589,DNA,DNA,nonDRNA,3.05E-05,0.00194321,6.07E-07,0.99802565,1,0,0,0,24,0,16,40,27,26,34,19,40,0,39,75,12,26,0,29,33,21,54,42,0,46,7,0,24,0
