Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G9.1],[G9.2],[G9.3]
seq7734,0.104990,0.059994,0.007499,0.067494,0.007499,0.000000,0.029997,0.037496,0.000000,0.022498,0.037496,0.029997,0.022498,0.029997,0.037496,0.007499,0.037496,0.000000,0.000000,0.059994,0.012861,0.013994,0.012096,0.014047,0.014468,0.013039,0.013957,0.013960,0.012936,0.013764,0.012514,0.013448,0.011503,0.012454,0.013389,0.013478,0.013164,0.015322,0.011429,0.014120,0.014484,0.011616,0.013188,0.011949,0.013444,0.015257,0.015140,0.011791,0.013154,0.014091,0.173330,0.099045,0.012381,0.111426,0.012381,0.000000,0.049523,0.061903,0.000000,0.037142,0.061903,0.049523,0.037142,0.049523,0.061903,0.012381,0.061903,0.000000,0.000000,0.099045,0.000293,0.000256,0.000297,0.000345,0.000335,0.000378,0.000378,0.000371,0.000345,0.000362,0.000359,0.000281,0.000284,0.000272,0.000285,0.000273,0.000278,0.000265,0.000267,0.000277,0.000319,0.000317,0.000322,0.000411,0.000362,0.000327,0.000302,0.000324,0.000330,0.000333,0.099257,0.056718,0.007090,0.063808,0.007090,0.000000,0.028359,0.035449,0.000000,0.021269,0.035449,0.028359,0.021269,0.028359,0.035449,0.007090,0.035449,0.000000,0.000000,0.056718,0.015179,0.013127,0.014654,0.014736,0.016994,0.013653,0.013592,0.015951,0.013523,0.015109,0.015280,0.013845,0.011447,0.014496,0.012717,0.014346,0.013502,0.018968,0.014412,0.013801,0.014764,0.012446,0.013872,0.014106,0.015446,0.014395,0.017009,0.012482,0.012279,0.016683,38.9876543,27.1622642,27.1489362
seq7735,0.056530,0.028265,0.028265,0.042398,0.014133,0.014133,0.021199,0.021199,0.014133,0.049464,0.056530,0.042398,0.014133,0.014133,0.035331,0.014133,0.070663,0.000000,0.007066,0.021199,0.014172,0.013631,0.011604,0.017067,0.012893,0.014604,0.016748,0.012004,0.017839,0.016441,0.015020,0.017393,0.013960,0.015074,0.013929,0.009297,0.014561,0.013699,0.014484,0.013230,0.012833,0.014496,0.013914,0.012893,0.016730,0.016376,0.015906,0.013838,0.014906,0.015155,0.099097,0.049548,0.049548,0.074323,0.024774,0.024774,0.037161,0.037161,0.024774,0.086710,0.099097,0.074323,0.024774,0.024774,0.061935,0.024774,0.123871,0.000000,0.012387,0.037161,0.000305,0.000240,0.000287,0.000350,0.000245,0.000346,0.000312,0.000302,0.000267,0.000288,0.000285,0.000315,0.000301,0.000328,0.000278,0.000289,0.000320,0.000275,0.000306,0.000326,0.000302,0.000386,0.000274,0.000280,0.000344,0.000237,0.000335,0.000255,0.000320,0.000334,0.049263,0.024632,0.024632,0.036947,0.012316,0.012316,0.018474,0.018474,0.012316,0.043105,0.049263,0.036947,0.012316,0.012316,0.030789,0.012316,0.061579,0.000000,0.006158,0.018474,0.013726,0.014094,0.015790,0.017679,0.017175,0.016122,0.016123,0.015271,0.017853,0.018334,0.020023,0.020771,0.017715,0.018625,0.015370,0.010987,0.016238,0.014483,0.016487,0.014078,0.015829,0.014469,0.016483,0.016424,0.020212,0.020831,0.019886,0.018800,0.018467,0.019023,40.2962963,27.3698113,27.035461
seq7736,0.075223,0.045134,0.022567,0.037612,0.007522,0.037612,0.022567,0.045134,0.022567,0.030089,0.037612,0.015045,0.015045,0.015045,0.030089,0.045134,0.030089,0.000000,0.000000,0.067701,0.012838,0.014045,0.012043,0.012698,0.014306,0.013636,0.013608,0.012594,0.013138,0.012889,0.012410,0.011578,0.013567,0.009854,0.013318,0.013473,0.012480,0.016271,0.013473,0.012943,0.015284,0.013640,0.012118,0.013572,0.012777,0.014289,0.015625,0.011430,0.012748,0.015569,0.123735,0.074241,0.037121,0.061868,0.012374,0.061868,0.037121,0.074241,0.037121,0.049494,0.061868,0.024747,0.024747,0.024747,0.049494,0.074241,0.049494,0.000000,0.000000,0.111362,0.000398,0.000332,0.000310,0.000274,0.000340,0.000377,0.000346,0.000264,0.000336,0.000351,0.000285,0.000295,0.000330,0.000400,0.000315,0.000341,0.000421,0.000364,0.000341,0.000338,0.000365,0.000357,0.000228,0.000389,0.000342,0.000318,0.000300,0.000328,0.000380,0.000354,0.065855,0.039513,0.019756,0.032927,0.006585,0.032927,0.019756,0.039513,0.019756,0.026342,0.032927,0.013171,0.013171,0.013171,0.026342,0.039513,0.026342,0.000000,0.000000,0.059269,0.015506,0.015579,0.014895,0.014557,0.018934,0.016540,0.016592,0.014719,0.015706,0.014721,0.016287,0.013509,0.015292,0.013532,0.016204,0.016692,0.015512,0.020479,0.015962,0.012837,0.016938,0.016335,0.014882,0.017362,0.016913,0.016194,0.016318,0.015471,0.012428,0.016264,37.4691358,23.5169811,25.2056738
seq7737,0.055555,0.013889,0.013889,0.020833,0.013889,0.006944,0.048610,0.027777,0.013889,0.006944,0.083332,0.027777,0.027777,0.006944,0.041666,0.020833,0.048610,0.006944,0.006944,0.062499,0.015256,0.016595,0.013488,0.015560,0.014615,0.015642,0.016946,0.014311,0.016184,0.014892,0.015677,0.014713,0.013903,0.015191,0.016451,0.015378,0.012766,0.013871,0.015202,0.014448,0.012933,0.013395,0.014167,0.015866,0.013731,0.016272,0.015118,0.013863,0.014046,0.013974,0.099151,0.024788,0.024788,0.037182,0.024788,0.012394,0.086757,0.049576,0.024788,0.012394,0.148727,0.049576,0.049576,0.012394,0.074364,0.037182,0.086757,0.012394,0.012394,0.111545,0.000241,0.000261,0.000273,0.000297,0.000256,0.000226,0.000255,0.000239,0.000318,0.000299,0.000252,0.000261,0.000250,0.000288,0.000349,0.000294,0.000256,0.000299,0.000283,0.000331,0.000299,0.000351,0.000260,0.000248,0.000250,0.000313,0.000306,0.000343,0.000298,0.000288,0.053918,0.013480,0.013480,0.020219,0.013480,0.006740,0.047179,0.026959,0.013480,0.006740,0.080878,0.026959,0.026959,0.006740,0.040439,0.020219,0.047179,0.006740,0.006740,0.060658,0.013835,0.016740,0.013247,0.016285,0.016598,0.015597,0.017021,0.013677,0.014278,0.015851,0.013194,0.015796,0.016413,0.013398,0.016591,0.016810,0.013848,0.015445,0.014193,0.012336,0.013596,0.017866,0.015522,0.018319,0.016007,0.018113,0.018282,0.013482,0.011946,0.016530,36.7777778,28.3169811,31.0141844
seq7738,0.066132,0.073480,0.022044,0.022044,0.007348,0.014696,0.044088,0.080828,0.022044,0.036740,0.066132,0.007348,0.014696,0.000000,0.007348,0.000000,0.014696,0.000000,0.014696,0.073480,0.011888,0.014889,0.013024,0.013949,0.013789,0.014748,0.015682,0.014527,0.013002,0.014138,0.012252,0.015263,0.015003,0.010192,0.013743,0.017213,0.014612,0.014271,0.014611,0.015171,0.016065,0.014095,0.011403,0.013016,0.010523,0.014010,0.015643,0.010673,0.011760,0.013002,0.111432,0.123813,0.037144,0.037144,0.012381,0.024763,0.074288,0.136194,0.037144,0.061906,0.111432,0.012381,0.024763,0.000000,0.012381,0.000000,0.024763,0.000000,0.024763,0.123813,0.000343,0.000297,0.000319,0.000318,0.000368,0.000303,0.000335,0.000229,0.000306,0.000338,0.000307,0.000352,0.000354,0.000345,0.000293,0.000283,0.000243,0.000253,0.000348,0.000298,0.000349,0.000287,0.000307,0.000357,0.000234,0.000324,0.000417,0.000271,0.000336,0.000382,0.063734,0.070815,0.021245,0.021245,0.007082,0.014163,0.042489,0.077897,0.021245,0.035408,0.063734,0.007082,0.014163,0.000000,0.007082,0.000000,0.014163,0.000000,0.014163,0.070815,0.013955,0.014478,0.014307,0.017169,0.015283,0.016378,0.015684,0.015192,0.011817,0.015827,0.012882,0.014300,0.015837,0.011171,0.015247,0.015067,0.013411,0.016117,0.015007,0.015599,0.016808,0.016314,0.010799,0.013670,0.011816,0.013791,0.016305,0.011202,0.014568,0.013478,30.4814815,25.2566038,26.9574468
seq7739,0.041102,0.047952,0.047952,0.041102,0.006850,0.006850,0.054803,0.027401,0.000000,0.020551,0.054803,0.034252,0.020551,0.000000,0.027401,0.006850,0.041102,0.013701,0.020551,0.034252,0.014965,0.015378,0.013257,0.013871,0.014204,0.014786,0.014171,0.015378,0.013802,0.015182,0.015727,0.015581,0.012490,0.015540,0.014815,0.014548,0.015051,0.015329,0.014593,0.014086,0.015364,0.016194,0.014877,0.014982,0.016025,0.014768,0.017597,0.017828,0.015938,0.015645,0.074294,0.086677,0.086677,0.074294,0.012382,0.012382,0.099059,0.049529,0.000000,0.037147,0.099059,0.061912,0.037147,0.000000,0.049529,0.012382,0.074294,0.024765,0.037147,0.061912,0.000240,0.000269,0.000307,0.000258,0.000318,0.000332,0.000345,0.000393,0.000355,0.000380,0.000365,0.000294,0.000315,0.000313,0.000304,0.000294,0.000314,0.000299,0.000304,0.000294,0.000249,0.000307,0.000380,0.000370,0.000293,0.000303,0.000309,0.000305,0.000325,0.000275,0.038335,0.044725,0.044725,0.038335,0.006389,0.006389,0.051114,0.025557,0.000000,0.019168,0.051114,0.031946,0.019168,0.000000,0.025557,0.006389,0.038335,0.012778,0.019168,0.031946,0.018139,0.018533,0.014170,0.017000,0.015151,0.016558,0.016635,0.017656,0.017838,0.014971,0.020197,0.017915,0.012479,0.018907,0.015021,0.015692,0.015422,0.015792,0.014321,0.014333,0.017259,0.015613,0.017250,0.015778,0.016477,0.015282,0.014788,0.017480,0.017518,0.014686,41.5679012,26.4264151,23.8971631
seq7740,0.048159,0.006880,0.027519,0.020639,0.000000,0.020639,0.027519,0.055038,0.013760,0.020639,0.061918,0.034399,0.013760,0.006880,0.041279,0.020639,0.055038,0.020639,0.020639,0.034399,0.015256,0.014046,0.014147,0.015284,0.015223,0.015745,0.015843,0.016023,0.017638,0.015735,0.016068,0.015439,0.014064,0.015597,0.013771,0.013944,0.012839,0.012840,0.016719,0.012518,0.013680,0.013119,0.015585,0.016220,0.016188,0.016172,0.016365,0.012290,0.016708,0.014552,0.086731,0.012390,0.049561,0.037171,0.000000,0.037171,0.049561,0.099122,0.024780,0.037171,0.111512,0.061951,0.024780,0.012390,0.074341,0.037171,0.099122,0.037171,0.037171,0.061951,0.000300,0.000248,0.000337,0.000307,0.000317,0.000303,0.000336,0.000300,0.000248,0.000232,0.000244,0.000257,0.000323,0.000297,0.000312,0.000357,0.000337,0.000288,0.000305,0.000220,0.000295,0.000207,0.000367,0.000300,0.000339,0.000332,0.000281,0.000299,0.000258,0.000238,0.040418,0.005774,0.023096,0.017322,0.000000,0.017322,0.023096,0.046192,0.011548,0.017322,0.051966,0.028870,0.011548,0.005774,0.034644,0.017322,0.046192,0.017322,0.017322,0.028870,0.021304,0.016562,0.016151,0.017246,0.019229,0.018639,0.020655,0.018118,0.022278,0.016513,0.019739,0.020083,0.014675,0.016378,0.015871,0.016841,0.015108,0.014634,0.020451,0.015832,0.018877,0.014029,0.020818,0.021172,0.017679,0.016384,0.022433,0.013124,0.022308,0.014950,38.1111111,27.6037736,26.5921986
seq7741,0.022148,0.044297,0.000000,0.036914,0.014766,0.014766,0.022148,0.095976,0.007383,0.000000,0.029531,0.066445,0.029531,0.014766,0.088593,0.044297,0.022148,0.000000,0.000000,0.036914,0.011613,0.012032,0.013657,0.013453,0.013088,0.012332,0.012143,0.012862,0.012674,0.015798,0.014430,0.014371,0.012937,0.014485,0.014568,0.015026,0.013659,0.015092,0.013761,0.014972,0.013576,0.013007,0.015623,0.012835,0.012278,0.011964,0.014198,0.013507,0.015896,0.013542,0.037171,0.074343,0.000000,0.061952,0.024781,0.024781,0.037171,0.161076,0.012390,0.000000,0.049562,0.111514,0.049562,0.024781,0.148685,0.074343,0.037171,0.000000,0.000000,0.061952,0.000271,0.000266,0.000252,0.000312,0.000278,0.000318,0.000258,0.000336,0.000320,0.000232,0.000374,0.000294,0.000315,0.000323,0.000329,0.000364,0.000255,0.000319,0.000323,0.000233,0.000301,0.000258,0.000266,0.000230,0.000291,0.000314,0.000237,0.000334,0.000309,0.000253,0.019703,0.039405,0.000000,0.032838,0.013135,0.013135,0.019703,0.085378,0.006568,0.000000,0.026270,0.059108,0.026270,0.013135,0.078811,0.039405,0.019703,0.000000,0.000000,0.032838,0.013132,0.017370,0.016789,0.016851,0.013546,0.014644,0.014184,0.015592,0.015121,0.019931,0.020512,0.016202,0.014531,0.016961,0.017750,0.015672,0.016621,0.016440,0.016513,0.015714,0.013714,0.013856,0.017701,0.016765,0.011998,0.013567,0.013767,0.017606,0.017544,0.014000,37.8765432,25.8415094,21.5531915
seq7742,0.065860,0.029271,0.029271,0.036589,0.007318,0.021953,0.021953,0.051225,0.007318,0.029271,0.051225,0.036589,0.021953,0.014636,0.000000,0.029271,0.073178,0.000000,0.007318,0.051225,0.014461,0.016528,0.011096,0.013066,0.015262,0.012350,0.012850,0.015475,0.015713,0.013675,0.014596,0.014485,0.013062,0.013730,0.015266,0.013082,0.011281,0.014918,0.012564,0.011675,0.014841,0.013748,0.012659,0.013522,0.015340,0.012768,0.013471,0.014497,0.014238,0.014356,0.111466,0.049541,0.049541,0.061926,0.012385,0.037155,0.037155,0.086696,0.012385,0.049541,0.086696,0.061926,0.037155,0.024770,0.000000,0.049541,0.123851,0.000000,0.012385,0.086696,0.000347,0.000306,0.000344,0.000322,0.000294,0.000297,0.000279,0.000319,0.000306,0.000323,0.000284,0.000323,0.000314,0.000298,0.000279,0.000304,0.000259,0.000324,0.000310,0.000323,0.000353,0.000267,0.000281,0.000288,0.000341,0.000331,0.000296,0.000298,0.000268,0.000312,0.061089,0.027151,0.027151,0.033938,0.006788,0.020363,0.020363,0.047513,0.006788,0.027151,0.047513,0.033938,0.020363,0.013575,0.000000,0.027151,0.067876,0.000000,0.006788,0.047513,0.015063,0.017629,0.013624,0.014583,0.016543,0.012942,0.015158,0.018024,0.017147,0.016744,0.014153,0.015450,0.016045,0.015789,0.014529,0.014344,0.012631,0.015448,0.013855,0.014294,0.016872,0.016181,0.012395,0.014011,0.016973,0.014943,0.012809,0.013273,0.017843,0.017696,36.962963,22.1698113,27.0851064
seq7743,0.046206,0.039605,0.006601,0.052807,0.019803,0.019803,0.019803,0.039605,0.006601,0.013202,0.066009,0.006601,0.019803,0.052807,0.026404,0.033005,0.019803,0.013202,0.013202,0.013202,0.016896,0.016058,0.016581,0.015215,0.016534,0.015872,0.015214,0.014333,0.013789,0.014024,0.017075,0.015508,0.014778,0.017495,0.015902,0.015777,0.013921,0.017112,0.012618,0.017466,0.015375,0.018345,0.015213,0.017150,0.014612,0.016667,0.014879,0.015070,0.013831,0.018617,0.086649,0.074270,0.012378,0.099027,0.037135,0.037135,0.037135,0.074270,0.012378,0.024757,0.123784,0.012378,0.037135,0.099027,0.049514,0.061892,0.037135,0.024757,0.024757,0.024757,0.000282,0.000323,0.000301,0.000286,0.000277,0.000302,0.000338,0.000333,0.000290,0.000307,0.000346,0.000272,0.000310,0.000328,0.000299,0.000312,0.000366,0.000278,0.000328,0.000398,0.000401,0.000370,0.000349,0.000338,0.000363,0.000427,0.000286,0.000240,0.000309,0.000368,0.041877,0.035895,0.005982,0.047860,0.017947,0.017947,0.017947,0.035895,0.005982,0.011965,0.059825,0.005982,0.017947,0.047860,0.023930,0.029912,0.017947,0.011965,0.011965,0.011965,0.019125,0.017325,0.018885,0.017384,0.018633,0.018298,0.015042,0.016702,0.015184,0.016407,0.017486,0.017278,0.016702,0.016813,0.018682,0.016386,0.015793,0.019275,0.017679,0.021985,0.016215,0.018185,0.015812,0.019279,0.015604,0.018837,0.016971,0.016193,0.015405,0.017840,45.1234568,29.3396226,30.9432624
seq7744,0.102316,0.031482,0.007870,0.062964,0.000000,0.023611,0.039352,0.062964,0.031482,0.023611,0.031482,0.000000,0.015741,0.023611,0.007870,0.047223,0.047223,0.000000,0.007870,0.062964,0.013894,0.011817,0.013405,0.013293,0.011900,0.012862,0.012794,0.011276,0.012957,0.013523,0.011533,0.012262,0.013218,0.013725,0.012221,0.011037,0.011289,0.012217,0.011856,0.011489,0.012839,0.013220,0.010069,0.013692,0.011512,0.010822,0.013514,0.009552,0.015227,0.011345,0.160816,0.049482,0.012370,0.098964,0.000000,0.037111,0.061852,0.098964,0.049482,0.037111,0.049482,0.000000,0.024741,0.037111,0.012370,0.074223,0.074223,0.000000,0.012370,0.098964,0.000377,0.000325,0.000292,0.000383,0.000378,0.000365,0.000312,0.000344,0.000363,0.000312,0.000321,0.000418,0.000275,0.000380,0.000366,0.000378,0.000346,0.000368,0.000391,0.000305,0.000344,0.000381,0.000338,0.000269,0.000355,0.000324,0.000285,0.000317,0.000418,0.000332,0.093680,0.028825,0.007206,0.057649,0.000000,0.021618,0.036031,0.057649,0.028825,0.021618,0.028825,0.000000,0.014412,0.021618,0.007206,0.043237,0.043237,0.000000,0.007206,0.057649,0.017982,0.010424,0.016263,0.015090,0.014568,0.015123,0.015347,0.015178,0.014888,0.015374,0.014671,0.016286,0.014424,0.015330,0.012446,0.012496,0.013093,0.014231,0.015124,0.012211,0.013179,0.014300,0.010491,0.013800,0.013251,0.011221,0.017612,0.009464,0.017568,0.012070,38.308642,20.9849057,25.0673759
seq7745,0.109496,0.029199,0.014599,0.058398,0.007300,0.014599,0.000000,0.051098,0.007300,0.007300,0.080297,0.014599,0.014599,0.000000,0.029199,0.036499,0.021899,0.007300,0.014599,0.065698,0.013586,0.015672,0.013278,0.013613,0.013132,0.015126,0.013980,0.015853,0.011448,0.012196,0.014599,0.013847,0.014961,0.012594,0.015475,0.016309,0.014368,0.013021,0.012647,0.012603,0.012027,0.015186,0.011621,0.012244,0.012986,0.014216,0.014462,0.013799,0.017372,0.013799,0.185578,0.049487,0.024744,0.098975,0.012372,0.024744,0.000000,0.086603,0.012372,0.012372,0.136090,0.024744,0.024744,0.000000,0.049487,0.061859,0.037116,0.012372,0.024744,0.111347,0.000329,0.000363,0.000300,0.000317,0.000366,0.000357,0.000402,0.000292,0.000410,0.000365,0.000252,0.000396,0.000383,0.000294,0.000339,0.000315,0.000314,0.000372,0.000253,0.000315,0.000369,0.000361,0.000332,0.000332,0.000317,0.000423,0.000295,0.000300,0.000429,0.000361,0.104580,0.027888,0.013944,0.055776,0.006972,0.013944,0.000000,0.048804,0.006972,0.006972,0.076692,0.013944,0.013944,0.000000,0.027888,0.034860,0.020916,0.006972,0.013944,0.062748,0.015200,0.016114,0.015026,0.015449,0.015745,0.016738,0.013890,0.017150,0.009067,0.012548,0.014621,0.013711,0.014994,0.013112,0.017022,0.016476,0.015771,0.013161,0.014381,0.014996,0.011879,0.016578,0.012442,0.014970,0.013966,0.015839,0.014844,0.014705,0.018083,0.013758,37.654321,25.554717,30.2056738
seq7746,0.077399,0.023220,0.000000,0.054179,0.000000,0.007740,0.046439,0.085139,0.015480,0.046439,0.030960,0.054179,0.007740,0.023220,0.000000,0.015480,0.061919,0.007740,0.000000,0.061919,0.013644,0.013656,0.014355,0.012494,0.014360,0.012741,0.014222,0.012626,0.013404,0.012679,0.011750,0.012265,0.011902,0.012635,0.012363,0.010564,0.011535,0.014486,0.014248,0.014230,0.013478,0.011273,0.009875,0.010572,0.012912,0.012198,0.011654,0.014448,0.013470,0.010768,0.123726,0.037118,0.000000,0.086608,0.000000,0.012373,0.074236,0.136098,0.024745,0.074236,0.049490,0.086608,0.012373,0.037118,0.000000,0.024745,0.098981,0.012373,0.000000,0.098981,0.000294,0.000333,0.000313,0.000304,0.000312,0.000418,0.000327,0.000286,0.000323,0.000401,0.000404,0.000340,0.000308,0.000405,0.000317,0.000297,0.000314,0.000407,0.000383,0.000337,0.000311,0.000320,0.000327,0.000301,0.000312,0.000310,0.000435,0.000384,0.000306,0.000364,0.065570,0.019671,0.000000,0.045899,0.000000,0.006557,0.039342,0.072127,0.013114,0.039342,0.026228,0.045899,0.006557,0.019671,0.000000,0.013114,0.052456,0.006557,0.000000,0.052456,0.016732,0.014663,0.018517,0.017341,0.019672,0.016416,0.018443,0.014719,0.018767,0.016464,0.013655,0.016754,0.012691,0.015424,0.013217,0.014216,0.014657,0.018423,0.017589,0.021694,0.016744,0.014426,0.011496,0.009927,0.015055,0.017867,0.015270,0.014744,0.016771,0.013086,32.7160494,24.290566,23.7446809
seq7747,0.048559,0.027748,0.020811,0.027748,0.000000,0.013874,0.027748,0.048559,0.006937,0.020811,0.069370,0.041622,0.027748,0.006937,0.006937,0.048559,0.055496,0.000000,0.013874,0.041622,0.014952,0.017459,0.011832,0.014155,0.016084,0.013811,0.013301,0.016237,0.017433,0.014351,0.015860,0.015876,0.013485,0.015168,0.015793,0.014287,0.013665,0.016868,0.012933,0.011735,0.016832,0.014213,0.012206,0.015038,0.015899,0.014251,0.014194,0.015422,0.015767,0.015937,0.086782,0.049590,0.037192,0.049590,0.000000,0.024795,0.049590,0.086782,0.012397,0.037192,0.123974,0.074385,0.049590,0.012397,0.012397,0.086782,0.099179,0.000000,0.024795,0.074385,0.000337,0.000248,0.000306,0.000220,0.000285,0.000254,0.000267,0.000283,0.000278,0.000241,0.000274,0.000287,0.000283,0.000248,0.000269,0.000324,0.000242,0.000274,0.000265,0.000288,0.000279,0.000246,0.000246,0.000310,0.000276,0.000299,0.000233,0.000284,0.000243,0.000316,0.047298,0.027028,0.020271,0.027028,0.000000,0.013514,0.027028,0.047298,0.006757,0.020271,0.067569,0.040542,0.027028,0.006757,0.006757,0.047298,0.054055,0.000000,0.013514,0.040542,0.015398,0.017724,0.013704,0.014487,0.016668,0.014000,0.014937,0.015819,0.016129,0.015847,0.014861,0.015147,0.014655,0.015713,0.014071,0.014413,0.014343,0.016286,0.013215,0.016430,0.017131,0.015520,0.014603,0.014302,0.014561,0.016181,0.014791,0.013298,0.016785,0.018426,36.6296296,23.2641509,28.5283688
seq7748,0.042482,0.042482,0.028321,0.084964,0.000000,0.042482,0.014161,0.021241,0.014161,0.021241,0.056643,0.021241,0.007080,0.014161,0.028321,0.014161,0.035402,0.014161,0.007080,0.056643,0.015096,0.016418,0.015029,0.016189,0.014355,0.012962,0.013359,0.016832,0.012215,0.014463,0.013024,0.014617,0.016777,0.014558,0.017057,0.013690,0.016927,0.010976,0.013121,0.014991,0.015640,0.015645,0.013432,0.014946,0.013854,0.016013,0.013680,0.014351,0.011767,0.011590,0.074141,0.074141,0.049427,0.148281,0.000000,0.074141,0.024714,0.037070,0.024714,0.037070,0.098854,0.037070,0.012357,0.024714,0.049427,0.024714,0.061784,0.024714,0.012357,0.098854,0.000383,0.000401,0.000379,0.000375,0.000384,0.000503,0.000375,0.000382,0.000402,0.000353,0.000385,0.000312,0.000423,0.000409,0.000318,0.000370,0.000397,0.000302,0.000322,0.000452,0.000469,0.000338,0.000342,0.000463,0.000417,0.000343,0.000344,0.000415,0.000404,0.000296,0.037301,0.037301,0.024867,0.074602,0.000000,0.037301,0.012434,0.018651,0.012434,0.018651,0.049735,0.018651,0.006217,0.012434,0.024867,0.012434,0.031084,0.012434,0.006217,0.049735,0.016803,0.017989,0.017700,0.019252,0.014226,0.013537,0.015164,0.021521,0.015591,0.016432,0.014576,0.016504,0.017731,0.018242,0.021258,0.015585,0.019414,0.012667,0.014410,0.016664,0.017029,0.018266,0.016026,0.016111,0.014524,0.020181,0.018240,0.017077,0.014835,0.015094,42.8518519,25.9811321,23.641844
seq7749,0.056157,0.049138,0.035098,0.077216,0.000000,0.028079,0.021059,0.021059,0.007020,0.035098,0.049138,0.014039,0.014039,0.014039,0.028079,0.014039,0.021059,0.014039,0.007020,0.056157,0.015786,0.015138,0.015180,0.015666,0.014873,0.013064,0.013685,0.016005,0.012946,0.014203,0.013768,0.015341,0.016772,0.014653,0.017323,0.013250,0.016972,0.011046,0.014176,0.015018,0.015903,0.015315,0.014938,0.013817,0.013903,0.016498,0.013448,0.013443,0.012797,0.013497,0.098822,0.086470,0.061764,0.135881,0.000000,0.049411,0.037058,0.037058,0.012353,0.061764,0.086470,0.024706,0.024706,0.024706,0.049411,0.024706,0.037058,0.024706,0.012353,0.098822,0.000397,0.000413,0.000374,0.000390,0.000370,0.000531,0.000418,0.000380,0.000430,0.000321,0.000408,0.000319,0.000391,0.000400,0.000340,0.000384,0.000410,0.000347,0.000360,0.000410,0.000453,0.000318,0.000355,0.000465,0.000471,0.000383,0.000342,0.000453,0.000387,0.000356,0.049043,0.042913,0.030652,0.067434,0.000000,0.024522,0.018391,0.018391,0.006130,0.030652,0.042913,0.012261,0.012261,0.012261,0.024522,0.012261,0.018391,0.012261,0.006130,0.049043,0.017833,0.017961,0.017465,0.018108,0.015984,0.013879,0.015032,0.020440,0.016509,0.016657,0.015876,0.016915,0.016896,0.018160,0.021027,0.014348,0.019580,0.014218,0.015699,0.016531,0.017232,0.016709,0.016274,0.016624,0.016024,0.021418,0.017720,0.015293,0.016031,0.017125,41.8395062,27.5358491,25.0673759
